,match_id,tournament_id,tournament_name,tournament_slug,tournament_unique_id,tournament_category_name,tournament_category_slug,user_count,ground_type,tennis_points,has_event_player_statistics,crowd_sourcing_enabled,has_performance_graph_feature,display_inverse_home_away_teams,priority,competition_type
0,12260075,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12763,Red clay,1000,False,True,False,True,0,2
1,12260076,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12750,Red clay,1000,False,False,True,True,0,2
2,12260077,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12760,Red clay,1000,False,False,False,False,0,2
3,12260078,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12760,Red clay,1000,True,True,True,True,0,2
4,12260080,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12760,Red clay,1000,True,False,False,True,0,2
5,12260081,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12763,Red clay,1000,False,True,False,False,0,2
6,12260083,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12750,Red clay,1000,True,True,True,True,0,2
7,12260085,129164,"Madrid, Spain",madrid-spain,,ATP,atp,12760,Red clay,1000,False,True,False,False,0,2
8,12261594,129201,"Madrid, Spain",madrid-spain,,WTA,wta,3502,Red clay,1000,True,True,True,False,0,2
9,12261595,129201,"Madrid, Spain",madrid-spain,,WTA,wta,3502,Red clay,1000,True,True,False,True,0,2
10,12261596,129201,"Madrid, Spain",madrid-spain,,WTA,wta,3504,Red clay,1000,False,False,False,False,0,2
11,12276769,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,True,True,True,True,0,2
12,12276772,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,True,False,True,True,0,2
13,12276773,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,True,True,True,False,0,2
14,12276774,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,False,True,False,False,0,2
15,12276775,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,True,False,False,True,0,2
16,12276776,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,False,False,False,False,0,2
17,12276781,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,False,True,False,True,0,2
18,12276783,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,True,False,False,True,0,2
19,12276806,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,72,Red clay,,True,True,True,True,0,2
20,12276816,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,72,Red clay,,True,True,False,False,0,2
21,12276857,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,322,Red clay,175,True,True,True,True,0,2
22,12276861,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,False,False,False,0,2
23,12276862,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,True,True,False,0,2
24,12276863,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,False,True,True,0,2
25,12276864,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,False,False,False,0,2
26,12276924,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,True,True,False,True,0,2
27,12276925,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,True,False,True,0,2
28,12276927,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,231,Red clay,125,True,False,True,True,0,2
29,12276928,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,True,True,False,0,2
30,12276929,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,False,False,True,0,2
31,12276934,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,True,True,True,0,2
32,12276937,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,True,False,False,False,0,2
33,12276938,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,231,Red clay,125,False,True,False,False,0,2
34,12276975,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,True,False,True,True,0,2
35,12276976,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,False,False,True,True,0,2
36,12276978,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,True,False,True,False,0,2
37,12276981,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,False,True,True,False,0,2
38,12276983,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,True,False,False,True,0,2
39,12276986,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,False,False,False,0,2
40,12276987,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,False,True,False,False,0,2
41,12287004,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,73,Red clay,,False,True,False,False,0,2
42,12287005,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,False,True,True,True,0,2
43,12287006,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,73,Red clay,,False,True,True,False,0,2
44,12287007,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,True,True,False,False,0,2
45,12287008,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,True,True,False,False,0,2
46,12287009,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,True,False,False,False,0,2
47,12287010,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,73,Red clay,,True,True,True,False,0,2
48,12287011,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,73,Red clay,,True,True,False,True,0,2
49,12287012,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,True,True,True,False,0,2
50,12287013,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,False,False,False,False,0,2
51,12288044,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,False,True,True,0,2
52,12288048,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,True,True,True,False,0,2
53,12288050,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,True,True,False,0,2
54,12288414,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,25,Red clay,,True,True,False,True,0,2
55,12288415,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,True,True,False,False,0,2
56,12288416,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,25,Red clay,,False,False,False,False,0,2
57,12288417,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,False,True,False,0,2
58,12288418,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,25,Red clay,,True,True,False,False,0,2
59,12288419,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,False,False,True,0,2
60,12288420,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,False,False,False,0,2
61,12288421,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,True,False,True,0,2
62,12288918,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,320,Red clay,175,False,False,False,True,0,2
63,12288919,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,False,True,False,0,2
64,12288920,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,False,False,True,0,2
65,12288921,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,320,Red clay,175,False,False,False,False,0,2
66,12288922,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,320,Red clay,175,False,False,True,False,0,2
67,12288923,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,True,False,False,0,2
68,12288924,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,True,True,False,False,0,2
69,12288925,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,True,True,False,True,0,2
70,12288926,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,True,True,False,False,0,2
71,12288929,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,380,Red clay,,True,False,True,True,0,2
72,12288930,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,True,True,True,True,0,2
73,12288931,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,False,False,False,True,0,2
74,12288932,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,380,Red clay,,False,True,False,True,0,2
75,12288933,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,True,True,False,False,0,2
76,12289656,129655,"S. Margherita di Pula, Singles Main, M-ITF-ITA-07A",s-margherita-di-pula-singles-main-m-itf-ita-07a,,ITF Men,itf-men,26,Red clay,,True,True,False,False,0,2
77,12289658,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,False,True,0,2
78,12289660,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,False,True,0,2
79,12289663,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,False,True,0,2
80,12289664,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,False,False,0,2
81,12289665,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,False,True,0,2
82,12289667,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,True,True,0,2
83,12289668,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,False,False,0,2
84,12289670,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,False,False,True,0,2
85,12289671,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,True,False,0,2
86,12289672,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,False,False,0,2
87,12289674,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,True,True,0,2
88,12289675,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,False,False,0,2
89,12289677,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
90,12289678,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,True,True,True,0,2
91,12289690,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
92,12289691,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,True,True,0,2
93,12290721,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,False,False,True,True,0,2
94,12291185,129652,"Lopota, Singles Main, W-ITF-GEO-02A",lopota-singles-main-w-itf-geo-02a,,ITF Women,itf-women,23,Hardcourt outdoor,,False,False,False,True,0,2
95,12291277,129652,"Lopota, Singles Main, W-ITF-GEO-02A",lopota-singles-main-w-itf-geo-02a,,ITF Women,itf-women,23,Hardcourt outdoor,,True,True,False,False,0,2
96,12291304,129684,"Varberg, Singles Main, W-ITF-SWE-01A",varberg-singles-main-w-itf-swe-01a,,ITF Women,itf-women,10,Red clay,,False,True,True,False,0,2
97,12291487,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,False,True,False,0,2
98,12291488,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,False,False,True,0,2
99,12291489,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,False,True,True,0,2
100,12291490,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,True,True,True,0,2
101,12291491,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,True,True,False,0,2
102,12291492,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,True,False,True,0,2
103,12291493,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,True,False,False,0,2
104,12291497,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,True,True,False,0,2
105,12291498,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,True,True,False,0,2
106,12291506,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,False,True,True,0,2
107,12291593,129699,"Kursumlijska Banja, Singles Main, W-ITF-SRB-03A",kursumlijska-banja-singles-main-w-itf-srb-03a,,ITF Women,itf-women,21,Red clay,,False,False,False,False,0,2
108,12291657,129701,"Wiesbaden, Singles Main, W-ITF-GER-02A",wiesbaden-singles-main-w-itf-ger-02a,,ITF Women,itf-women,47,Red clay,,False,False,True,True,0,2
109,12291659,129701,"Wiesbaden, Singles Main, W-ITF-GER-02A",wiesbaden-singles-main-w-itf-ger-02a,,ITF Women,itf-women,47,Red clay,,False,True,True,True,0,2
110,12291660,129701,"Wiesbaden, Singles Main, W-ITF-GER-02A",wiesbaden-singles-main-w-itf-ger-02a,,ITF Women,itf-women,48,Red clay,,True,True,True,True,0,2
111,12291698,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,True,True,True,False,0,2
112,12291700,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,True,False,True,True,0,2
113,12291702,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,True,True,True,True,0,2
114,12291704,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,True,True,True,0,2
115,12291706,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,True,True,True,True,0,2
116,12291709,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,False,True,True,0,2
117,12291711,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,True,False,False,0,2
118,12291712,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,False,False,False,False,0,2
119,12291714,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,True,True,True,0,2
120,12291819,129704,"Antalya, Singles Main, M-ITF-TUR-17A",antalya-singles-main-m-itf-tur-17a,,ITF Men,itf-men,23,Red clay,,True,False,True,True,0,2
121,12291832,129703,"Antalya, Singles Main, W-ITF-TUR-17A",antalya-singles-main-w-itf-tur-17a,,ITF Women,itf-women,16,Red clay,,False,False,True,True,0,2
122,12291833,129616,"Antalya, Singles Qualifying, W-ITF-TUR-17A",antalya-singles-qualifying-w-itf-tur-17a,,ITF Women,itf-women,16,Red clay,,False,False,False,True,0,2
123,12292132,129716,"Osijek, Singles Main, W-ITF-CRO-04A",osijek-singles-main-w-itf-cro-04a,,ITF Women,itf-women,20,Red clay,,True,True,True,False,0,2
124,12292140,129719,"Osijek, Singles Main, M-ITF-CRO-06A",osijek-singles-main-m-itf-cro-06a,,ITF Men,itf-men,16,Red clay,,True,True,False,True,0,2
125,12292146,129716,"Osijek, Singles Main, W-ITF-CRO-04A",osijek-singles-main-w-itf-cro-04a,,ITF Women,itf-women,20,Red clay,,False,True,True,True,0,2
126,12292148,129719,"Osijek, Singles Main, M-ITF-CRO-06A",osijek-singles-main-m-itf-cro-06a,,ITF Men,itf-men,16,Red clay,,True,True,True,False,0,2
127,12292151,129719,"Osijek, Singles Main, M-ITF-CRO-06A",osijek-singles-main-m-itf-cro-06a,,ITF Men,itf-men,16,Red clay,,True,False,False,False,0,2
128,12292279,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,True,True,True,True,0,2
129,12292282,129724,"Yecla, Singles Main, W-ITF-ESP-20A",yecla-singles-main-w-itf-esp-20a,,ITF Women,itf-women,42,Hardcourt outdoor,,True,False,False,False,0,2
130,12292287,129724,"Yecla, Singles Main, W-ITF-ESP-20A",yecla-singles-main-w-itf-esp-20a,,ITF Women,itf-women,42,Hardcourt outdoor,,True,False,False,False,0,2
131,12292484,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,False,True,0,2
132,12292485,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,True,True,0,2
133,12292487,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,False,True,True,False,0,2
134,12292489,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,False,True,0,2
135,12292490,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,False,True,0,2
136,12292491,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,True,False,False,0,2
137,12292492,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,True,False,0,2
138,12292681,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,True,False,0,2
139,12292682,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,False,False,False,0,2
140,12292683,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,False,False,0,2
141,12292684,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,False,False,0,2
142,12292685,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,True,True,0,2
143,12292688,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,False,False,True,0,2
144,12292689,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,False,True,False,0,2
145,12292691,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,False,True,0,2
146,12292692,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,True,True,0,2
147,12292693,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,True,True,True,0,2
148,12292694,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,True,False,True,0,2
149,12292820,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,False,True,0,2
150,12292821,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,True,True,0,2
151,12292822,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,True,True,0,2
152,12292823,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,False,False,0,2
153,12292824,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,True,False,0,2
154,12292825,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,True,False,0,2
155,12292826,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,True,False,False,0,2
156,12292827,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,True,False,0,2
157,12292828,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,False,True,0,2
158,12292829,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,True,False,0,2
159,12292849,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,False,True,False,0,2
160,12292850,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,True,False,0,2
161,12292851,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,False,True,0,2
162,12292852,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,False,False,0,2
163,12292853,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,True,True,False,0,2
164,12292860,129736,"Bonita Springs, Singles Main, W-ITF-USA-13A",bonita-springs-singles-main-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,False,False,True,0,2
165,12292861,129736,"Bonita Springs, Singles Main, W-ITF-USA-13A",bonita-springs-singles-main-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,False,True,True,0,2
166,12292863,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,True,True,False,0,2
167,12292876,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,True,True,0,2
168,12292877,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,True,False,0,2
169,12292878,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,True,True,True,0,2
170,12292930,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,False,True,True,0,2
171,12292931,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
172,12292932,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,False,False,0,2
173,12292933,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
174,12292934,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,False,True,0,2
175,12292935,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,False,False,0,2
176,12292936,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,True,True,0,2
177,12292937,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,False,True,True,0,2
178,12292938,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,False,False,0,2
179,12292939,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,True,True,True,0,2
180,12292941,129663,"Boca Raton, Singles Qualifying, W-ITF-USA-14A",boca-raton-singles-qualifying-w-itf-usa-14a,,ITF Women,itf-women,14,Red clay,,False,False,False,True,0,2
