,match_id,round_id,name,slug,cup_round_type
0,12260075,5,Round of 16,round-of-16,8
1,12260076,5,Round of 16,round-of-16,8
2,12260077,5,Round of 16,round-of-16,8
3,12260078,27,Quarterfinals,quarterfinals,4
4,12260080,5,Round of 16,round-of-16,8
5,12260081,27,Quarterfinals,quarterfinals,4
6,12260083,27,Quarterfinals,quarterfinals,4
7,12260085,5,Round of 16,round-of-16,8
8,12261594,27,Quarterfinals,quarterfinals,4
9,12261595,27,Quarterfinals,quarterfinals,4
10,12261596,27,Quarterfinals,quarterfinals,4
11,12276769,5,Round of 16,round-of-16,8
12,12276772,5,Round of 16,round-of-16,8
13,12276773,5,Round of 16,round-of-16,8
14,12276774,5,Round of 16,round-of-16,8
15,12276775,5,Round of 16,round-of-16,8
16,12276776,5,Round of 16,round-of-16,8
17,12276781,5,Round of 16,round-of-16,8
18,12276783,5,Round of 16,round-of-16,8
19,12276806,5,Round of 16,round-of-16,8
20,12276816,5,Round of 16,round-of-16,8
21,12276857,5,Round of 16,round-of-16,8
22,12276861,5,Round of 16,round-of-16,8
23,12276862,5,Round of 16,round-of-16,8
24,12276863,5,Round of 16,round-of-16,8
25,12276864,5,Round of 16,round-of-16,8
26,12276924,5,Round of 16,round-of-16,8
27,12276925,5,Round of 16,round-of-16,8
28,12276927,5,Round of 16,round-of-16,8
29,12276928,5,Round of 16,round-of-16,8
30,12276929,5,Round of 16,round-of-16,8
31,12276934,5,Round of 16,round-of-16,8
32,12276937,5,Round of 16,round-of-16,8
33,12276938,5,Round of 16,round-of-16,8
34,12276975,5,Round of 16,round-of-16,8
35,12276976,5,Round of 16,round-of-16,8
36,12276978,5,Round of 16,round-of-16,8
37,12276981,5,Round of 16,round-of-16,8
38,12276983,5,Round of 16,round-of-16,8
39,12276986,5,Round of 16,round-of-16,8
40,12276987,5,Round of 16,round-of-16,8
41,12287004,6,Round of 32,round-of-32,16
42,12287005,6,Round of 32,round-of-32,16
43,12287006,6,Round of 32,round-of-32,16
44,12287007,6,Round of 32,round-of-32,16
45,12287008,6,Round of 32,round-of-32,16
46,12287009,6,Round of 32,round-of-32,16
47,12287010,6,Round of 32,round-of-32,16
48,12287011,6,Round of 32,round-of-32,16
49,12287012,6,Round of 32,round-of-32,16
50,12287013,6,Round of 32,round-of-32,16
51,12288044,6,Round of 32,round-of-32,16
52,12288048,6,Round of 32,round-of-32,16
53,12288050,6,Round of 32,round-of-32,16
54,12288414,5,Round of 16,round-of-16,8
55,12288415,5,Round of 16,round-of-16,8
56,12288416,5,Round of 16,round-of-16,8
57,12288417,5,Round of 16,round-of-16,8
58,12288418,5,Round of 16,round-of-16,8
59,12288419,5,Round of 16,round-of-16,8
60,12288420,5,Round of 16,round-of-16,8
61,12288421,5,Round of 16,round-of-16,8
62,12288918,6,Round of 32,round-of-32,16
63,12288919,6,Round of 32,round-of-32,16
64,12288920,6,Round of 32,round-of-32,16
65,12288921,6,Round of 32,round-of-32,16
66,12288922,6,Round of 32,round-of-32,16
67,12288923,6,Round of 32,round-of-32,16
68,12288924,6,Round of 32,round-of-32,16
69,12288925,6,Round of 32,round-of-32,16
70,12288926,6,Round of 32,round-of-32,16
71,12288929,6,Round of 32,round-of-32,16
72,12288930,6,Round of 32,round-of-32,16
73,12288931,6,Round of 32,round-of-32,16
74,12288932,6,Round of 32,round-of-32,16
75,12288933,6,Round of 32,round-of-32,16
76,12289656,6,Round of 32,round-of-32,16
77,12289658,6,Round of 32,round-of-32,16
78,12289660,6,Round of 32,round-of-32,16
79,12289663,6,Round of 32,round-of-32,16
80,12289664,6,Round of 32,round-of-32,16
81,12289665,6,Round of 32,round-of-32,16
82,12289667,6,Round of 32,round-of-32,16
83,12289668,6,Round of 32,round-of-32,16
84,12289670,6,Round of 32,round-of-32,16
85,12289671,6,Round of 32,round-of-32,16
86,12289672,6,Round of 32,round-of-32,16
87,12289674,6,Round of 32,round-of-32,16
88,12289675,6,Round of 32,round-of-32,16
89,12289677,6,Round of 32,round-of-32,16
90,12289678,6,Round of 32,round-of-32,16
91,12289690,6,Round of 32,round-of-32,16
92,12289691,6,Round of 32,round-of-32,16
93,12290721,6,Round of 32,round-of-32,16
94,12291185,6,Round of 32,round-of-32,16
95,12291277,5,Round of 16,round-of-16,8
96,12291304,6,Round of 32,round-of-32,16
97,12291487,6,Round of 32,round-of-32,16
98,12291488,6,Round of 32,round-of-32,16
99,12291489,6,Round of 32,round-of-32,16
100,12291490,6,Round of 32,round-of-32,16
101,12291491,6,Round of 32,round-of-32,16
102,12291492,6,Round of 32,round-of-32,16
103,12291493,6,Round of 32,round-of-32,16
104,12291497,6,Round of 32,round-of-32,16
105,12291498,6,Round of 32,round-of-32,16
106,12291506,6,Round of 32,round-of-32,16
107,12291593,6,Round of 32,round-of-32,16
108,12291657,6,Round of 32,round-of-32,16
109,12291659,6,Round of 32,round-of-32,16
110,12291660,6,Round of 32,round-of-32,16
111,12291698,6,Round of 32,round-of-32,16
112,12291700,6,Round of 32,round-of-32,16
113,12291702,6,Round of 32,round-of-32,16
114,12291704,6,Round of 32,round-of-32,16
115,12291706,6,Round of 32,round-of-32,16
116,12291709,6,Round of 32,round-of-32,16
117,12291711,6,Round of 32,round-of-32,16
118,12291712,6,Round of 32,round-of-32,16
119,12291714,6,Round of 32,round-of-32,16
120,12291819,6,Round of 32,round-of-32,16
121,12291832,6,Round of 32,round-of-32,16
122,12292132,6,Round of 32,round-of-32,16
123,12292140,6,Round of 32,round-of-32,16
124,12292146,6,Round of 32,round-of-32,16
125,12292148,6,Round of 32,round-of-32,16
126,12292151,6,Round of 32,round-of-32,16
127,12292279,6,Round of 32,round-of-32,16
128,12292282,6,Round of 32,round-of-32,16
129,12292287,6,Round of 32,round-of-32,16
130,12292484,6,Round of 32,round-of-32,16
131,12292485,6,Round of 32,round-of-32,16
132,12292487,6,Round of 32,round-of-32,16
133,12292489,6,Round of 32,round-of-32,16
134,12292490,6,Round of 32,round-of-32,16
135,12292491,6,Round of 32,round-of-32,16
136,12292492,6,Round of 32,round-of-32,16
137,12292683,6,Round of 32,round-of-32,16
138,12292684,6,Round of 32,round-of-32,16
139,12292688,6,Round of 32,round-of-32,16
140,12292689,6,Round of 32,round-of-32,16
141,12292693,6,Round of 32,round-of-32,16
142,12292694,6,Round of 32,round-of-32,16
143,12292820,6,Round of 32,round-of-32,16
144,12292821,6,Round of 32,round-of-32,16
145,12292822,6,Round of 32,round-of-32,16
146,12292823,6,Round of 32,round-of-32,16
147,12292824,6,Round of 32,round-of-32,16
148,12292825,6,Round of 32,round-of-32,16
149,12292826,6,Round of 32,round-of-32,16
150,12292827,6,Round of 32,round-of-32,16
151,12292828,6,Round of 32,round-of-32,16
152,12292829,6,Round of 32,round-of-32,16
153,12292860,6,Round of 32,round-of-32,16
154,12292861,6,Round of 32,round-of-32,16
155,12292930,6,Round of 32,round-of-32,16
156,12292931,6,Round of 32,round-of-32,16
157,12292932,6,Round of 32,round-of-32,16
158,12292933,6,Round of 32,round-of-32,16
159,12292934,6,Round of 32,round-of-32,16
160,12292935,6,Round of 32,round-of-32,16
161,12292936,6,Round of 32,round-of-32,16
162,12292937,6,Round of 32,round-of-32,16
163,12293427,6,Round of 32,round-of-32,16
164,12293430,6,Round of 32,round-of-32,16
165,12293433,6,Round of 32,round-of-32,16
166,12293440,6,Round of 32,round-of-32,16
167,12293441,6,Round of 32,round-of-32,16
168,12293442,6,Round of 32,round-of-32,16
169,12293445,6,Round of 32,round-of-32,16
170,12293448,6,Round of 32,round-of-32,16
171,12293451,6,Round of 32,round-of-32,16
172,12293457,6,Round of 32,round-of-32,16
173,12293459,6,Round of 32,round-of-32,16
174,12293460,6,Round of 32,round-of-32,16
175,12293462,6,Round of 32,round-of-32,16
176,12293463,6,Round of 32,round-of-32,16
177,12293464,6,Round of 32,round-of-32,16
178,12293465,6,Round of 32,round-of-32,16
179,12293466,6,Round of 32,round-of-32,16
180,12293468,6,Round of 32,round-of-32,16
181,12293469,6,Round of 32,round-of-32,16
182,12293470,6,Round of 32,round-of-32,16
183,12293471,6,Round of 32,round-of-32,16
184,12293472,6,Round of 32,round-of-32,16
185,12293473,6,Round of 32,round-of-32,16
186,12293474,6,Round of 32,round-of-32,16
187,12293475,6,Round of 32,round-of-32,16
188,12293476,6,Round of 32,round-of-32,16
189,12293477,6,Round of 32,round-of-32,16
190,12293478,6,Round of 32,round-of-32,16
191,12293480,6,Round of 32,round-of-32,16
192,12293481,6,Round of 32,round-of-32,16
193,12293482,6,Round of 32,round-of-32,16
194,12293483,6,Round of 32,round-of-32,16
195,12293484,6,Round of 32,round-of-32,16
196,12293485,6,Round of 32,round-of-32,16
197,12293486,6,Round of 32,round-of-32,16
198,12293487,6,Round of 32,round-of-32,16
199,12293488,6,Round of 32,round-of-32,16
200,12293489,6,Round of 32,round-of-32,16
201,12293490,6,Round of 32,round-of-32,16
202,12293491,6,Round of 32,round-of-32,16
203,12293492,6,Round of 32,round-of-32,16
204,12293493,6,Round of 32,round-of-32,16
205,12293494,6,Round of 32,round-of-32,16
206,12293495,6,Round of 32,round-of-32,16
207,12293496,6,Round of 32,round-of-32,16
208,12293497,6,Round of 32,round-of-32,16
209,12293498,6,Round of 32,round-of-32,16
210,12293499,6,Round of 32,round-of-32,16
211,12293500,6,Round of 32,round-of-32,16
212,12293501,6,Round of 32,round-of-32,16
213,12293502,6,Round of 32,round-of-32,16
214,12293503,6,Round of 32,round-of-32,16
215,12293505,6,Round of 32,round-of-32,16
216,12293506,6,Round of 32,round-of-32,16
217,12293507,6,Round of 32,round-of-32,16
218,12293508,6,Round of 32,round-of-32,16
219,12293509,6,Round of 32,round-of-32,16
220,12293510,6,Round of 32,round-of-32,16
221,12293513,6,Round of 32,round-of-32,16
222,12293516,6,Round of 32,round-of-32,16
223,12293517,6,Round of 32,round-of-32,16
224,12293519,6,Round of 32,round-of-32,16
225,12293523,6,Round of 32,round-of-32,16
226,12293524,6,Round of 32,round-of-32,16
227,12293525,6,Round of 32,round-of-32,16
228,12293527,6,Round of 32,round-of-32,16
229,12293528,6,Round of 32,round-of-32,16
230,12293529,6,Round of 32,round-of-32,16
231,12293530,6,Round of 32,round-of-32,16
232,12293531,6,Round of 32,round-of-32,16
233,12293533,6,Round of 32,round-of-32,16
234,12293534,6,Round of 32,round-of-32,16
235,12293535,6,Round of 32,round-of-32,16
236,12293536,6,Round of 32,round-of-32,16
237,12293537,6,Round of 32,round-of-32,16
238,12293538,6,Round of 32,round-of-32,16
239,12293539,6,Round of 32,round-of-32,16
240,12293540,6,Round of 32,round-of-32,16
241,12293541,6,Round of 32,round-of-32,16
242,12293542,6,Round of 32,round-of-32,16
243,12293543,6,Round of 32,round-of-32,16
244,12293544,6,Round of 32,round-of-32,16
245,12293545,6,Round of 32,round-of-32,16
246,12293558,6,Round of 32,round-of-32,16
247,12293559,6,Round of 32,round-of-32,16
248,12293560,6,Round of 32,round-of-32,16
249,12293561,6,Round of 32,round-of-32,16
250,12293562,6,Round of 32,round-of-32,16
251,12293563,6,Round of 32,round-of-32,16
252,12293564,6,Round of 32,round-of-32,16
253,12293643,6,Round of 32,round-of-32,16
254,12293644,6,Round of 32,round-of-32,16
255,12293645,6,Round of 32,round-of-32,16
256,12293649,6,Round of 32,round-of-32,16
257,12293650,6,Round of 32,round-of-32,16
258,12293651,6,Round of 32,round-of-32,16
259,12293652,6,Round of 32,round-of-32,16
260,12293653,6,Round of 32,round-of-32,16
261,12293656,6,Round of 32,round-of-32,16
262,12293657,6,Round of 32,round-of-32,16
263,12293726,6,Round of 32,round-of-32,16
264,12293727,6,Round of 32,round-of-32,16
265,12293728,6,Round of 32,round-of-32,16
266,12293729,6,Round of 32,round-of-32,16
267,12293730,6,Round of 32,round-of-32,16
268,12293731,6,Round of 32,round-of-32,16
269,12293732,6,Round of 32,round-of-32,16
270,12293733,6,Round of 32,round-of-32,16
271,12293734,6,Round of 32,round-of-32,16
272,12293735,6,Round of 32,round-of-32,16
273,12293736,6,Round of 32,round-of-32,16
274,12293737,6,Round of 32,round-of-32,16
275,12293738,6,Round of 32,round-of-32,16
276,12293739,6,Round of 32,round-of-32,16
277,12293740,6,Round of 32,round-of-32,16
278,12293741,6,Round of 32,round-of-32,16
279,12293743,6,Round of 32,round-of-32,16
280,12293745,6,Round of 32,round-of-32,16
281,12293747,6,Round of 32,round-of-32,16
282,12293748,6,Round of 32,round-of-32,16
283,12293750,6,Round of 32,round-of-32,16
284,12293751,6,Round of 32,round-of-32,16
285,12293756,6,Round of 32,round-of-32,16
286,12293757,6,Round of 32,round-of-32,16
287,12293758,6,Round of 32,round-of-32,16
288,12293759,6,Round of 32,round-of-32,16
289,12293760,6,Round of 32,round-of-32,16
290,12293761,6,Round of 32,round-of-32,16
291,12294022,6,Round of 32,round-of-32,16
292,12294023,6,Round of 32,round-of-32,16
293,12294024,6,Round of 32,round-of-32,16
294,12294025,6,Round of 32,round-of-32,16
295,12294026,6,Round of 32,round-of-32,16
296,12294027,6,Round of 32,round-of-32,16
297,12294068,6,Round of 32,round-of-32,16
298,12295042,6,Round of 32,round-of-32,16
299,12295043,6,Round of 32,round-of-32,16
300,12295044,6,Round of 32,round-of-32,16
301,12295045,6,Round of 32,round-of-32,16
302,12295046,6,Round of 32,round-of-32,16
303,12295047,6,Round of 32,round-of-32,16
304,12295048,6,Round of 32,round-of-32,16
305,12295101,6,Round of 32,round-of-32,16
306,12295102,6,Round of 32,round-of-32,16
307,12295103,6,Round of 32,round-of-32,16
308,12295104,6,Round of 32,round-of-32,16
309,12295105,6,Round of 32,round-of-32,16
310,12295106,6,Round of 32,round-of-32,16
311,12295107,6,Round of 32,round-of-32,16
312,12295121,5,Round of 16,round-of-16,8
313,12295130,5,Round of 16,round-of-16,8
314,12295143,5,Round of 16,round-of-16,8
315,12295144,5,Round of 16,round-of-16,8
316,12295145,5,Round of 16,round-of-16,8
317,12295148,5,Round of 16,round-of-16,8
318,12295151,6,Round of 32,round-of-32,16
319,12295152,6,Round of 32,round-of-32,16
320,12295153,6,Round of 32,round-of-32,16
321,12295154,6,Round of 32,round-of-32,16
322,12295155,6,Round of 32,round-of-32,16
323,12295156,6,Round of 32,round-of-32,16
324,12295157,6,Round of 32,round-of-32,16
325,12295158,6,Round of 32,round-of-32,16
326,12295159,6,Round of 32,round-of-32,16
327,12295160,6,Round of 32,round-of-32,16
328,12295161,6,Round of 32,round-of-32,16
329,12295162,6,Round of 32,round-of-32,16
330,12295163,6,Round of 32,round-of-32,16
331,12295164,6,Round of 32,round-of-32,16
332,12295165,6,Round of 32,round-of-32,16
333,12295172,5,Round of 16,round-of-16,8
334,12295181,5,Round of 16,round-of-16,8
335,12295217,6,Round of 32,round-of-32,16
336,12295218,6,Round of 32,round-of-32,16
337,12295219,6,Round of 32,round-of-32,16
338,12295220,6,Round of 32,round-of-32,16
339,12295221,6,Round of 32,round-of-32,16
340,12295222,6,Round of 32,round-of-32,16
341,12295223,6,Round of 32,round-of-32,16
342,12295227,5,Round of 16,round-of-16,8
343,12295240,5,Round of 16,round-of-16,8
344,12295300,6,Round of 32,round-of-32,16
345,12295301,6,Round of 32,round-of-32,16
346,12295302,6,Round of 32,round-of-32,16
347,12295303,6,Round of 32,round-of-32,16
348,12295304,6,Round of 32,round-of-32,16
349,12295305,6,Round of 32,round-of-32,16
350,12295306,6,Round of 32,round-of-32,16
351,12295352,5,Round of 16,round-of-16,8
352,12295353,5,Round of 16,round-of-16,8
353,12295369,5,Round of 16,round-of-16,8
354,12295415,5,Round of 16,round-of-16,8
355,12295427,6,Round of 32,round-of-32,16
356,12295428,6,Round of 32,round-of-32,16
357,12295429,6,Round of 32,round-of-32,16
358,12295430,6,Round of 32,round-of-32,16
359,12295431,6,Round of 32,round-of-32,16
360,12295432,6,Round of 32,round-of-32,16
361,12295433,6,Round of 32,round-of-32,16
362,12295434,6,Round of 32,round-of-32,16
363,12295435,6,Round of 32,round-of-32,16
364,12295487,6,Round of 32,round-of-32,16
365,12295488,6,Round of 32,round-of-32,16
366,12295489,6,Round of 32,round-of-32,16
367,12295490,6,Round of 32,round-of-32,16
368,12295491,6,Round of 32,round-of-32,16
369,12295492,6,Round of 32,round-of-32,16
370,12295493,6,Round of 32,round-of-32,16
371,12295516,5,Round of 16,round-of-16,8
372,12295517,5,Round of 16,round-of-16,8
373,12295525,5,Round of 16,round-of-16,8
374,12295535,5,Round of 16,round-of-16,8
375,12295538,6,Round of 32,round-of-32,16
376,12295539,5,Round of 16,round-of-16,8
377,12295550,5,Round of 16,round-of-16,8
378,12295551,6,Round of 32,round-of-32,16
379,12295552,5,Round of 16,round-of-16,8
380,12295553,6,Round of 32,round-of-32,16
381,12295554,6,Round of 32,round-of-32,16
382,12295555,6,Round of 32,round-of-32,16
383,12295556,6,Round of 32,round-of-32,16
384,12295557,6,Round of 32,round-of-32,16
385,12295558,6,Round of 32,round-of-32,16
386,12295588,5,Round of 16,round-of-16,8
387,12295590,6,Round of 32,round-of-32,16
388,12295591,6,Round of 32,round-of-32,16
389,12295592,6,Round of 32,round-of-32,16
390,12295593,6,Round of 32,round-of-32,16
391,12295614,5,Round of 16,round-of-16,8
392,12295719,6,Round of 32,round-of-32,16
393,12295720,6,Round of 32,round-of-32,16
394,12295722,6,Round of 32,round-of-32,16
395,12295735,5,Round of 16,round-of-16,8
396,12295809,6,Round of 32,round-of-32,16
397,12295812,5,Round of 16,round-of-16,8
398,12295817,5,Round of 16,round-of-16,8
399,12295820,6,Round of 32,round-of-32,16
400,12295821,6,Round of 32,round-of-32,16
401,12295822,6,Round of 32,round-of-32,16
402,12295823,6,Round of 32,round-of-32,16
403,12295824,6,Round of 32,round-of-32,16
404,12295825,6,Round of 32,round-of-32,16
405,12295826,6,Round of 32,round-of-32,16
406,12295831,6,Round of 32,round-of-32,16
407,12295832,6,Round of 32,round-of-32,16
408,12295833,6,Round of 32,round-of-32,16
409,12295834,6,Round of 32,round-of-32,16
410,12295835,6,Round of 32,round-of-32,16
411,12295836,6,Round of 32,round-of-32,16
412,12295837,6,Round of 32,round-of-32,16
413,12295838,6,Round of 32,round-of-32,16
414,12295840,5,Round of 16,round-of-16,8
415,12295842,5,Round of 16,round-of-16,8
416,12295843,6,Round of 32,round-of-32,16
417,12295844,6,Round of 32,round-of-32,16
418,12295845,6,Round of 32,round-of-32,16
419,12295846,6,Round of 32,round-of-32,16
420,12296103,6,Round of 32,round-of-32,16
421,12296104,6,Round of 32,round-of-32,16
422,12296105,6,Round of 32,round-of-32,16
423,12296106,6,Round of 32,round-of-32,16
424,12296107,6,Round of 32,round-of-32,16
425,12296108,6,Round of 32,round-of-32,16
426,12296109,6,Round of 32,round-of-32,16
427,12296151,6,Round of 32,round-of-32,16
428,12296152,6,Round of 32,round-of-32,16
429,12296153,6,Round of 32,round-of-32,16
430,12296154,6,Round of 32,round-of-32,16
431,12296155,6,Round of 32,round-of-32,16
432,12296156,6,Round of 32,round-of-32,16
433,12296157,6,Round of 32,round-of-32,16
434,12296158,6,Round of 32,round-of-32,16
435,12296178,6,Round of 32,round-of-32,16
436,12296179,6,Round of 32,round-of-32,16
437,12296180,6,Round of 32,round-of-32,16
438,12296181,6,Round of 32,round-of-32,16
439,12296182,6,Round of 32,round-of-32,16
440,12296183,6,Round of 32,round-of-32,16
441,12296184,6,Round of 32,round-of-32,16
442,12296185,6,Round of 32,round-of-32,16
443,12297018,5,Round of 16,round-of-16,8
444,12297020,5,Round of 16,round-of-16,8
445,12297021,6,Round of 32,round-of-32,16
446,12297022,6,Round of 32,round-of-32,16
447,12297023,6,Round of 32,round-of-32,16
448,12297024,6,Round of 32,round-of-32,16
449,12297025,6,Round of 32,round-of-32,16
450,12297026,6,Round of 32,round-of-32,16
451,12297034,5,Round of 16,round-of-16,8
452,12297159,5,Round of 16,round-of-16,8
453,12297170,5,Round of 16,round-of-16,8
454,12297278,5,Round of 16,round-of-16,8
455,12297336,5,Round of 16,round-of-16,8
456,12297534,5,Round of 16,round-of-16,8
457,12297556,5,Round of 16,round-of-16,8
458,12297559,6,Round of 32,round-of-32,16
459,12297572,5,Round of 16,round-of-16,8
460,12297576,5,Round of 16,round-of-16,8
461,12297589,6,Round of 32,round-of-32,16
462,12297590,5,Round of 16,round-of-16,8
463,12297602,5,Round of 16,round-of-16,8
464,12297618,6,Round of 32,round-of-32,16
465,12297633,5,Round of 16,round-of-16,8
466,12297637,5,Round of 16,round-of-16,8
467,12297638,5,Round of 16,round-of-16,8
468,12297639,5,Round of 16,round-of-16,8
469,12297640,5,Round of 16,round-of-16,8
470,12297641,5,Round of 16,round-of-16,8
471,12297668,5,Round of 16,round-of-16,8
472,12297671,27,Quarterfinals,quarterfinals,4
473,12297674,27,Quarterfinals,quarterfinals,4
474,12297681,5,Round of 16,round-of-16,8
475,12297684,5,Round of 16,round-of-16,8
476,12297685,5,Round of 16,round-of-16,8
477,12297726,5,Round of 16,round-of-16,8
478,12297727,5,Round of 16,round-of-16,8
479,12297740,5,Round of 16,round-of-16,8
480,12297741,5,Round of 16,round-of-16,8
481,12297748,27,Quarterfinals,quarterfinals,4
482,12297768,5,Round of 16,round-of-16,8
483,12297824,5,Round of 16,round-of-16,8
484,12297825,5,Round of 16,round-of-16,8
485,12297826,5,Round of 16,round-of-16,8
486,12297827,5,Round of 16,round-of-16,8
487,12297828,5,Round of 16,round-of-16,8
488,12297842,5,Round of 16,round-of-16,8
489,12297843,5,Round of 16,round-of-16,8
490,12297844,5,Round of 16,round-of-16,8
491,12297878,5,Round of 16,round-of-16,8
492,12297879,5,Round of 16,round-of-16,8
493,12297880,5,Round of 16,round-of-16,8
494,12297881,5,Round of 16,round-of-16,8
495,12297903,5,Round of 16,round-of-16,8
496,12297924,27,Quarterfinals,quarterfinals,4
497,12297964,5,Round of 16,round-of-16,8
498,12297965,5,Round of 16,round-of-16,8
499,12297966,5,Round of 16,round-of-16,8
500,12297967,5,Round of 16,round-of-16,8
501,12297978,5,Round of 16,round-of-16,8
502,12297986,5,Round of 16,round-of-16,8
503,12297990,6,Round of 32,round-of-32,16
504,12298012,5,Round of 16,round-of-16,8
505,12298014,5,Round of 16,round-of-16,8
506,12298044,5,Round of 16,round-of-16,8
507,12298084,5,Round of 16,round-of-16,8
508,12298086,5,Round of 16,round-of-16,8
509,12298087,5,Round of 16,round-of-16,8
510,12298088,5,Round of 16,round-of-16,8
511,12298097,5,Round of 16,round-of-16,8
512,12298098,5,Round of 16,round-of-16,8
513,12298099,5,Round of 16,round-of-16,8
514,12298100,5,Round of 16,round-of-16,8
515,12298101,5,Round of 16,round-of-16,8
516,12298103,5,Round of 16,round-of-16,8
517,12298149,5,Round of 16,round-of-16,8
518,12298150,5,Round of 16,round-of-16,8
519,12298151,5,Round of 16,round-of-16,8
520,12298152,5,Round of 16,round-of-16,8
521,12298153,5,Round of 16,round-of-16,8
522,12298187,5,Round of 16,round-of-16,8
523,12298211,5,Round of 16,round-of-16,8
524,12298213,5,Round of 16,round-of-16,8
525,12298214,5,Round of 16,round-of-16,8
526,12298215,5,Round of 16,round-of-16,8
527,12298221,5,Round of 16,round-of-16,8
528,12298225,5,Round of 16,round-of-16,8
529,12298245,5,Round of 16,round-of-16,8
530,12298247,5,Round of 16,round-of-16,8
531,12298275,5,Round of 16,round-of-16,8
532,12298276,5,Round of 16,round-of-16,8
533,12298277,5,Round of 16,round-of-16,8
534,12298278,5,Round of 16,round-of-16,8
535,12298279,5,Round of 16,round-of-16,8
536,12298336,5,Round of 16,round-of-16,8
537,12298337,5,Round of 16,round-of-16,8
538,12298341,5,Round of 16,round-of-16,8
539,12298343,5,Round of 16,round-of-16,8
540,12298345,5,Round of 16,round-of-16,8
541,12298371,5,Round of 16,round-of-16,8
542,12298372,5,Round of 16,round-of-16,8
543,12298375,5,Round of 16,round-of-16,8
544,12298376,5,Round of 16,round-of-16,8
545,12298406,5,Round of 16,round-of-16,8
546,12298407,5,Round of 16,round-of-16,8
547,12298410,5,Round of 16,round-of-16,8
548,12298411,5,Round of 16,round-of-16,8
549,12298430,5,Round of 16,round-of-16,8
550,12298434,5,Round of 16,round-of-16,8
551,12298436,5,Round of 16,round-of-16,8
552,12298438,5,Round of 16,round-of-16,8
553,12298445,5,Round of 16,round-of-16,8
554,12298447,5,Round of 16,round-of-16,8
555,12298448,5,Round of 16,round-of-16,8
556,12298449,5,Round of 16,round-of-16,8
557,12298450,5,Round of 16,round-of-16,8
558,12298451,5,Round of 16,round-of-16,8
559,12298452,5,Round of 16,round-of-16,8
560,12298457,5,Round of 16,round-of-16,8
561,12298492,5,Round of 16,round-of-16,8
562,12298541,5,Round of 16,round-of-16,8
563,12298630,6,Round of 32,round-of-32,16
564,12298718,5,Round of 16,round-of-16,8
565,12298767,5,Round of 16,round-of-16,8
566,12298791,5,Round of 16,round-of-16,8
567,12260078,27,Quarterfinals,quarterfinals,4
568,12260081,27,Quarterfinals,quarterfinals,4
569,12260083,27,Quarterfinals,quarterfinals,4
570,12260084,27,Quarterfinals,quarterfinals,4
571,12261592,28,Semifinals,semifinals,2
572,12261593,28,Semifinals,semifinals,2
573,12261594,27,Quarterfinals,quarterfinals,4
574,12276773,5,Round of 16,round-of-16,8
575,12276774,5,Round of 16,round-of-16,8
576,12276775,5,Round of 16,round-of-16,8
577,12276783,5,Round of 16,round-of-16,8
578,12276806,5,Round of 16,round-of-16,8
579,12276807,5,Round of 16,round-of-16,8
580,12276813,5,Round of 16,round-of-16,8
581,12276814,5,Round of 16,round-of-16,8
582,12276815,5,Round of 16,round-of-16,8
583,12276816,5,Round of 16,round-of-16,8
584,12276818,5,Round of 16,round-of-16,8
585,12276819,5,Round of 16,round-of-16,8
586,12276824,27,Quarterfinals,quarterfinals,4
587,12276828,27,Quarterfinals,quarterfinals,4
588,12276829,27,Quarterfinals,quarterfinals,4
589,12276830,27,Quarterfinals,quarterfinals,4
590,12276832,5,Round of 16,round-of-16,8
591,12276833,5,Round of 16,round-of-16,8
592,12276834,5,Round of 16,round-of-16,8
593,12276835,27,Quarterfinals,quarterfinals,4
594,12276836,5,Round of 16,round-of-16,8
595,12276838,5,Round of 16,round-of-16,8
596,12276839,27,Quarterfinals,quarterfinals,4
597,12276841,5,Round of 16,round-of-16,8
598,12276844,5,Round of 16,round-of-16,8
599,12276846,5,Round of 16,round-of-16,8
600,12276855,5,Round of 16,round-of-16,8
601,12276856,5,Round of 16,round-of-16,8
602,12276857,5,Round of 16,round-of-16,8
603,12276858,27,Quarterfinals,quarterfinals,4
604,12276861,5,Round of 16,round-of-16,8
605,12276862,5,Round of 16,round-of-16,8
606,12276863,5,Round of 16,round-of-16,8
607,12276864,5,Round of 16,round-of-16,8
608,12276865,27,Quarterfinals,quarterfinals,4
609,12276866,5,Round of 16,round-of-16,8
610,12276924,5,Round of 16,round-of-16,8
611,12276925,5,Round of 16,round-of-16,8
612,12276926,27,Quarterfinals,quarterfinals,4
613,12276927,5,Round of 16,round-of-16,8
614,12276928,5,Round of 16,round-of-16,8
615,12276929,5,Round of 16,round-of-16,8
616,12276934,5,Round of 16,round-of-16,8
617,12276937,5,Round of 16,round-of-16,8
618,12276938,5,Round of 16,round-of-16,8
619,12276974,27,Quarterfinals,quarterfinals,4
620,12276975,5,Round of 16,round-of-16,8
621,12276976,5,Round of 16,round-of-16,8
622,12276978,5,Round of 16,round-of-16,8
623,12276979,5,Round of 16,round-of-16,8
624,12276981,5,Round of 16,round-of-16,8
625,12276982,27,Quarterfinals,quarterfinals,4
626,12276983,5,Round of 16,round-of-16,8
627,12276984,27,Quarterfinals,quarterfinals,4
628,12276986,5,Round of 16,round-of-16,8
629,12276987,5,Round of 16,round-of-16,8
630,12287005,6,Round of 32,round-of-32,16
