,match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
3283,12309853,2051,1588,,,,1715024567
3284,12309854,2367,2498,,,,1715027215
3285,12309859,,,,,,1715018869
3286,12309864,3105,3397,1109,,,1715005340
3287,12309865,2504,3958,,,,1715007782
3288,12309866,3232,2183,,,,1715002248
3289,12309867,4361,2156,,,,1715018192
3290,12309868,2866,3144,,,,1715022637
3291,12309869,1710,4083,,,,1715008978
3292,12309870,3101,2553,585,,,1715018154
3293,12309871,2812,2655,,,,1715024236
3294,12309884,3883,2410,3346,,,1715018794
3295,12309885,2680,3432,,,,1715008009
3296,12309886,4835,1737,2663,,,1715018868
3297,12309887,2869,3691,4851,,,1715030035
3298,12309888,2523,2275,,,,1715032684
3299,12309889,3259,1825,,,,1715037288
3300,12309890,1876,2566,,,,1715018818
3301,12309891,2133,3889,,,,1715030306
3302,12309892,2928,2988,4070,,,1715028579
3303,12309893,2386,3648,,,,1715017315
3304,12309894,1729,2471,,,,1715024679
3305,12309895,2963,1937,,,,1715008426
3306,12309896,3025,4064,,,,1715025041
3307,12309897,2507,3540,2269,,,1715011098
3308,12309898,2555,1685,,,,1715014107
3309,12309899,4429,1743,,,,1715009172
3310,12309900,2221,2041,,,,1715014443
3311,12309901,2887,2850,,,,1715013518
3312,12310120,1838,2143,,,,1715087708
3313,12310121,1795,3352,,,,1715082231
3314,12310124,3286,3516,4587,,,1715092632
3315,12310125,1949,1532,,,,1715082230
3316,12310132,2131,3212,,,,1715071395
3317,12310136,3090,6614,,,,1715084233
3318,12310293,,,,,,
3319,12310294,,,,,,
3320,12310295,,,,,,
3321,12310296,,,,,,
3322,12310297,,,,,,
3323,12310298,,,,,,
3324,12310299,,,,,,
3325,12310300,,,,,,
3326,12310301,,,,,,
3327,12310302,,,,,,
3328,12310429,2155,2368,,,,1714970164
3329,12310431,3526,4074,,,,1714976910
3330,12310432,2022,2801,2312,,,1714974210
3331,12310433,2038,2649,,,,1714979304
3332,12310434,2876,1707,,,,1714976478
3333,12310461,2963,4225,2193,,,1714986483
3334,12310462,1699,2573,1690,,,1714984596
3335,12310519,2899,3362,,,,1714984836
3336,12310552,2956,2409,,,,1715047245
3337,12310555,2268,2689,,,,1715046442
3338,12310556,3241,2461,5380,,,1715050212
3339,12310557,3272,1760,,,,1715047715
3340,12310692,2943,3140,,,,1715050944
3341,12310694,2343,1919,,,,1715050279
3342,12310696,2099,2389,,,,1715049941
3343,12310701,2876,2516,,,,1715050023
3344,12310720,2573,1704,,,,1714992507
3345,12311065,2590,2062,,,,1715082856
3346,12311066,2058,2107,,,,1715086646
3347,12311067,5,4,,,,1715084810
3348,12311068,4127,4749,2223,,,1715094641
3349,12311069,2099,1856,,,,1715082252
3350,12311070,1587,2947,,,,1715087998
3351,12311125,2534,2864,959,,,1715007190
3352,12311126,3501,2971,894,,,1715007711
3353,12311127,1881,2076,1157,,,1715010739
3354,12311130,2364,4096,,,,1715071753
3355,12311158,2107,3548,,,,1715014665
3356,12311159,3288,2852,4127,,,1715075350
3357,12311170,1990,2727,,,,1715071470
3358,12311171,1996,3623,,,,1715029556
3359,12311185,1581,3865,,,,1715004620
3360,12311265,2083,1854,,,,1715064128
3361,12311267,2272,4711,2539,,,1715058376
3362,12311268,2583,2544,2474,,,1715069265
3363,12311269,2062,2328,,,,1715061642
3364,12311270,2900,2417,,,,1715078328
3365,12311271,2935,2395,,,,1715060794
3366,12311272,3788,3222,,,,1715014682
3367,12311300,1779,2120,2019,,,1715073077
3368,12311307,2881,2919,8333,,,1715074950
3369,12311310,1503,3880,,,,1715011995
3370,12311390,2376,3785,,,,1715089827
3371,12311397,5669,3105,,,,1715083302
3372,12311401,2072,1609,,,,1715075036
3373,12311421,4004,2062,,,,1715013120
3374,12311422,2080,2863,,,,1715008981
3375,12311442,,,,,,
3376,12311443,,,,,,
3377,12311444,,,,,,
3378,12311445,,,,,,
3379,12311446,,,,,,
3380,12311448,,,,,,
3381,12311449,,,,,,
3382,12311452,,,,,,
3383,12311455,,,,,,
3384,12311456,,,,,,
3385,12311509,2157,1969,,,,1715072262
3386,12311510,2772,1951,,,,1715079411
3387,12311511,3662,1463,,,,1715079177
3388,12311512,1237,2067,,,,1715079636
3389,12311513,2284,2840,,,,1715072640
3390,12311514,3070,4179,,,,1715073361
3391,12311515,2265,3726,3484,,,1715088905
3392,12311517,2026,1416,,,,1715084804
3393,12311532,3023,3800,5587,,,1715076334
3394,12311560,3858,2105,,,,1715073702
3395,12311561,3246,3608,,,,1715080829
3396,12311562,2410,2813,725,,,1715086040
3397,12311563,1435,3052,,,,1715070721
3398,12311564,2226,3365,,,,1715079103
3399,12311565,4009,4626,1190,,,1715078466
3400,12311566,2497,1481,763,,,1715079493
3401,12311567,2302,2966,966,,,1715074611
3402,12311580,,,,,,
3403,12311581,,,,,,
3404,12311582,,,,,,
3405,12311583,,,,,,
3406,12311584,,,,,,
3407,12311585,,,,,,
3408,12311586,,,,,,
3409,12311587,,,,,,
3410,12311588,,,,,,
3411,12311591,,,,,,
3412,12311594,,,,,,
3413,12311597,,,,,,
3414,12311598,,,,,,
3415,12311599,,,,,,
3416,12311604,4003,2691,3555,,,1715075885
3417,12311669,4137,2025,3507,,,1715089474
3418,12311671,1979,1386,,,,1715083685
3419,12311672,1692,2816,,,,1715071103
3420,12311673,1982,3411,,,,1715077213
3421,12311674,2898,3322,,,,1715073562
3422,12311675,2651,3214,,,,1715072257
3423,12311676,2322,3034,,,,1715071356
3424,12311681,3033,2722,,,,1715084297
3425,12311693,1993,2832,,,,1715078508
3426,12311694,2139,2407,,,,1715072779
3427,12311710,1594,3275,,,,1715079612
3428,12311711,1957,1861,,,,1715077077
3429,12311712,2962,2641,,,,1715085626
3430,12311713,3135,2058,,,,1715087046
3431,12311714,2232,2143,3420,,,1715073661
3432,12311715,2381,2264,2368,,,1715093827
3433,12311784,3158,3468,,,,1715015886
3434,12311809,2566,1782,1856,,,1715088319
3435,12311811,2852,4464,,,,1715088069
3436,12311812,3008,3297,,,,1715075984
3437,12311813,2164,4323,2316,,,1715088141
3438,12311814,2022,1965,,,,1715082300
3439,12311852,3082,3706,,,,1715074469
3440,12311853,2256,2961,,,,1715074708
3441,12311854,2281,2677,,,,1715068461
3442,12311855,3039,2442,,,,1715075508
3443,12311856,,,,,,
3444,12311857,1861,3463,1344,,,1715077294
3445,12311858,2293,4359,,,,1715075043
3446,12311860,3363,4489,2755,,,1715091692
3447,12311861,,,,,,1715080353
3448,12311863,4292,3437,2961,,,1715095999
3449,12311865,3058,2594,2687,,,1715089462
3450,12311867,3262,2347,,,,1715076031
3451,12311868,5,5,,,,1715072222
3452,12311869,2764,3034,,,,1715068517
3453,12311870,2700,2302,,,,1715086876
3454,12311871,3542,2785,,,,1715085406
3455,12311872,3567,4321,,,,1715092563
3456,12311874,4446,2950,,,,1715083927
3457,12311875,2815,1909,,,,1715068498
3458,12311876,2484,2548,,,,1715074555
3459,12311877,2675,2889,965,,,1715079878
3460,12311878,3810,4175,1722,,,1715087394
3461,12311879,1803,1903,,,,1715080561
3462,12311882,3053,2452,,,,1715069200
3463,12311883,2684,1613,1271,,,1715070117
3464,12311884,1538,2215,,,,1715081049
3465,12311885,3384,2752,1006,,,1715072263
3466,12311886,3105,1742,,,,1715082271
3467,12311887,1352,2685,,,,1715079953
3468,12311889,2014,1873,1191,,,1715069925
3469,12311896,,,,,,
3470,12311897,4506,2560,,,,1715087721
3471,12311898,2071,6121,,,,1715077454
3472,12311899,2823,4704,,,,1715087218
3473,12311918,2699,3501,,,,1715077131
3474,12311921,2543,3116,,,,1715075583
3475,12311924,2411,1601,,,,1715070164
3476,12311926,2705,1876,,,,1715070483
3477,12311927,2030,1882,,,,1715074622
3478,12311929,2164,2174,,,,1715069849
3479,12311932,2979,3145,,,,1715080484
3480,12311933,2176,2390,,,,1715083765
3481,12311934,2437,3316,,,,1715070079
3482,12311944,3452,2357,,,,1715086856
3483,12311945,2465,3455,2500,,,1715075207
3484,12311946,6422,2509,3401,,,1715085787
3485,12311994,4584,2039,,,,1715083814
3486,12311995,2487,3187,,,,1715072546
3487,12311996,2555,3414,5260,,,1715092796
3488,12311997,2975,2892,,,,1715073069
3489,12311998,3215,4142,,,,1715085061
3490,12311999,3587,4020,658,,,1715084563
3491,12312001,1974,3002,,,,1715077660
3492,12312002,4031,3318,,,,1715074992
3493,12312003,3043,3203,,,,1715086240
3494,12312006,2516,2015,747,,,1715080917
3495,12312007,1818,2867,,,,1715071881
3496,12312008,3428,2447,,,,1715089384
3497,12312009,2767,1509,,,,1715066759
3498,12312010,3852,1937,,,,1715068446
3499,12312011,1920,3292,,,,1715075427
3500,12312012,3448,3401,1028,,,1715071469
3501,12312013,4853,3062,,,,1715077919
3502,12312014,2105,78,,,,1715066147
3503,12312015,2195,2729,1139,,,1715076687
3504,12312016,2239,2549,,,,1715069912
3505,12312017,1522,1821,,,,1715065580
3506,12312018,3801,3132,1218,,,1715070669
3507,12312019,3003,3351,,,,1715071509
3508,12312020,3931,3254,,,,1715076743
3509,12312021,3324,3250,913,,,1715070667
3510,12312024,1944,2005,,,,1715087172
3511,12312025,2004,999,,,,1715071630
3512,12312026,3728,2636,,,,1715088930
3513,12312027,1439,3493,,,,1715077426
3514,12312030,1800,3052,3122,,,1715083550
3515,12312032,2092,4375,2542,,,1715088761
3516,12312033,2979,1942,,,,1715090871
3517,12312035,1049,2234,725,,,1715067814
3518,12312036,2716,3235,849,,,1715075216
3519,12312040,3350,3760,,,,1715080515
3520,12312043,3048,5962,2231,,,1715085118
3521,12312077,2820,4305,,,,1715075958
3522,12312079,2612,3371,4126,,,1715075558
3523,12312080,4962,8636,4507,,,1715089265
3524,12312081,1610,558,,,,1715071585
3525,12312082,2663,8121,4373,,,1715091239
3526,12312083,2667,2484,,,,1715077465
3527,12312084,4859,4109,,,,1715083055
3528,12312085,2443,2720,,,,1715079148
3529,12312095,3405,2278,1046,,,1715077016
3530,12312096,3963,2605,1037,,,1715077646
3531,12312097,3940,2482,,,,1715075120
3532,12312098,1535,2983,,,,1715079368
3533,12312102,1612,2161,,,,1715072571
3534,12312104,2220,2436,,,,1715081519
3535,12312105,2174,1556,,,,1715073346
3536,12312106,2712,2813,,,,1715078957
3537,12312107,2005,3385,,,,1715081023
3538,12312108,2638,4170,,,,1715082380
3539,12312109,5178,2974,1778,,,1715084802
3540,12312110,2325,2895,,,,1715080841
3541,12312112,2422,2159,,,,1715090389
3542,12312113,2640,2514,,,,1715086641
3543,12312114,1468,1074,,,,1715073188
3544,12312116,1582,4034,,,,1715072907
3545,12312118,2642,3043,,,,1715073768
3546,12312121,1854,2172,,,,1715077590
3547,12312146,3243,1542,,,,1715076523
3548,12312228,5117,2549,,,,1715083836
3549,12312265,2151,1786,,,,1715084912
3550,12312270,,,,,,
3551,12312271,,,,,,
3552,12312277,,,,,,
3553,12312482,5047,7741,2693,,,1715077392
3554,12312483,2878,3039,,,,1715077076
3555,12312484,2915,4071,,,,1715069406
3556,12312485,2511,2974,,,,1715072596
3557,12312542,2963,2479,,,,1715090741
3558,12312553,2624,3064,,,,1715026160
3559,12312578,3441,3792,,,,1715091025
3560,12312602,1965,4230,,,,1715086590
3561,12312635,3270,3024,3463,,,1715096547
3562,12312660,1622,2713,,,,1715078972
3563,12312763,1597,12069,,,,1715082436
3564,12312876,2981,3840,,,,1715088430
3565,12312877,4018,1882,,,,1715089840
3566,12312885,1666,2863,,,,1715090122
3567,12312899,2569,3692,2708,,,1715096787
3568,12312999,12103,1684,,,,1715093027
3569,12313058,2552,3365,2088,,,1715097632
3570,12313059,2688,2527,4611,,,1715096156
3571,12296886,1855,2588,5150,,,1715142296
3572,12296888,3613,2814,3275,,,1715149524
3573,12296892,1765,2755,,,,1715144255
3574,12296894,3092,2854,,,,1715151467
3575,12296905,3011,3779,3936,,,1715178626
3576,12296909,5379,2751,2357,,,1715173210
3577,12296911,5620,2149,3572,,,1715167333
3578,12296949,2318,2747,,,,1715167324
3579,12296954,2238,3359,2444,,,1715172155
3580,12296956,4341,2295,,,,1715179697
3581,12296960,3116,3442,3211,,,1715177409
3582,12305982,4195,3221,,,,1715071039
3583,12305983,3188,4015,,,,1715054531
3584,12305986,2192,2530,,,,1715073248
3585,12305987,1950,1823,,,,1715074547
3586,12306162,2413,3422,,,,1715053676
3587,12306771,4565,2670,,,,1715077698
3588,12306772,3993,1667,3493,,,1715017771
3589,12306773,2126,3966,,,,1715008688
3590,12306774,,,,,,
3591,12306775,2096,2488,,,,1715007382
3592,12306776,1332,1609,,,,1715095775
3593,12306777,1673,4851,,,,1715012429
3594,12306778,2546,3713,2893,,,1715007894
3595,12306779,1909,2180,,,,1715003325
3596,12306780,3430,3499,,,,1715109144
3597,12306781,4850,2810,1731,,,1715080919
3598,12306784,2336,2565,,,,1715071734
3599,12306785,2022,2305,2567,,,1715010231
3600,12306786,2086,2177,2437,,,1715079240
3601,12306787,3225,1957,835,,,1715004752
3602,12306789,2946,3245,2830,,,1715095812
3603,12306790,1136,3877,,,,1715070517
3604,12306791,2973,3214,1734,,,1715086346
3605,12306792,2446,1849,,,,1715176418
3606,12306793,2078,2801,2034,,,1715181680
3607,12306794,2358,4295,4987,,,1715011408
3608,12306795,2487,2562,2355,,,1715007122
3609,12306796,2782,1827,,,,1715001580
3610,12306797,3603,3822,2346,,,1715163169
3611,12306798,2595,3037,2047,,,1715161329
3612,12306800,2396,2606,,,,1715002466
3613,12306801,,,,,,
3614,12306802,2671,3930,,,,1715169138
3615,12306803,3091,3044,,,,1715004088
3616,12307322,2524,3257,,,,1715037687
3617,12307327,3283,3213,,,,1715031092
3618,12307334,2150,1776,,,,1715096961
3619,12307346,2021,2476,,,,1715108875
3620,12307352,3492,3221,2003,,,1715130245
3621,12307358,1969,3625,,,,1715106702
3622,12307363,3663,4042,,,,1715091123
3623,12307370,3533,2531,,,,1715091077
3624,12307376,1392,3808,,,,1715088784
3625,12309067,,,,,,
3626,12309078,2079,2316,,,,1715000530
3627,12309080,1763,2107,,,,1714999483
3628,12309090,3275,3752,,,,1715003059
3629,12309091,1850,1475,,,,1715002098
3630,12309102,2901,2219,1119,,,1715002857
3631,12309103,1354,1556,,,,1715002592
3632,12309104,3793,2293,,,,1715006717
3633,12309144,2844,2737,,,,1715015126
3634,12309232,1683,2947,2130,,,1715004767
3635,12309239,2364,2683,,,,1715019718
3636,12309240,2350,3429,3136,,,1715013645
3637,12309247,3993,2439,,,,1715008853
3638,12309257,2208,3918,,,,1715010081
3639,12309261,,,,,,
3640,12309262,1853,1887,,,,1715014527
3641,12309263,2553,2545,,,,1715009351
3642,12309264,3034,5169,,,,1715006192
3643,12309266,3117,1919,,,,1715009691
3644,12309270,,,,,,
3645,12309271,2982,3189,2487,,,1715021194
3646,12309273,1781,2335,,,,1715022039
3647,12309274,2605,1950,2465,,,1715019769
3648,12309440,3328,2267,,,,1715004876
3649,12309441,3363,1604,,,,1715009518
3650,12309442,3571,3088,957,,,1715009054
3651,12309446,,,,,,1714999092
3652,12309450,1706,1556,,,,1715005114
3653,12309499,2588,1957,,,,1715000655
3654,12309503,1519,2168,,,,1715002141
3655,12309545,2914,3694,2647,,,1715005679
3656,12309547,2722,2243,,,,1715001072
3657,12309554,2523,2696,,,,1715006526
3658,12309555,1572,1932,4479,,,1715013268
3659,12309556,2888,2535,,,,1715000206
3660,12309587,4553,3507,,,,1715024850
3661,12309589,2663,3328,2348,,,1715006550
3662,12309591,3236,3993,,,,1715022892
3663,12309592,1055,1981,,,,1715016353
3664,12309594,2720,1912,,,,1715021337
3665,12309595,2045,2815,,,,1715016624
3666,12309596,3039,2303,,,,1715011220
3667,12309597,3826,3571,,,,1715014124
3668,12309598,1413,1941,,,,1715005539
3669,12309599,1603,4335,,,,1714999085
3670,12309600,,,,,,
3671,12309601,2931,2059,,,,1715012538
3672,12309602,2106,2070,3601,,,1715028250
3673,12309621,3272,4771,1716,,,1715026181
3674,12309623,2164,3914,,,,1715010285
3675,12309624,3744,3543,,,,1715021249
3676,12309627,2731,2392,2500,,,1715002306
3677,12309628,3851,1852,,,,1715004443
3678,12309629,2730,1995,3767,,,1715012195
3679,12309630,4750,4158,,,,1715016160
3680,12309631,2591,2166,,,,1715008288
3681,12309634,3297,3287,,,,1715003355
3682,12309635,2564,3372,,,,1715007716
3683,12309636,3054,3558,3777,,,1715018975
3684,12309639,2164,2276,2021,,,1715003477
3685,12309643,2625,2895,3802,,,1715024773
3686,12309661,3062,3021,,,,1715007706
3687,12309744,1835,2368,1862,,,1715016222
3688,12309747,,,,,,
3689,12309752,,,,,,
3690,12309781,3858,2758,,,,1715022818
3691,12309842,2059,4173,1453,,,1715012772
3692,12309843,2446,2160,,,,1715009053
3693,12309844,1976,2714,,,,1715008395
3694,12309845,1270,2073,,,,1715007617
3695,12309846,2138,2279,,,,1715014174
3696,12309847,2243,2547,987,,,1715020369
3697,12309848,3509,1740,,,,1715021148
3698,12309849,1817,2287,,,,1715026244
3699,12309850,2620,3367,,,,1715020277
3700,12309851,2182,2479,,,,1715019855
3701,12309852,,,,,,
3702,12309853,2051,1588,,,,1715024567
3703,12309854,2368,2498,,,,1715027215
3704,12309859,,,,,,1715018869
3705,12309864,3105,3398,1110,,,1715005340
3706,12309865,2505,3958,,,,1715007782
3707,12309866,3232,2182,,,,1715002248
3708,12309867,4362,2156,,,,1715018192
3709,12309868,2867,3145,,,,1715022637
3710,12309869,1711,4083,,,,1715008978
3711,12309870,3101,2554,585,,,1715018154
3712,12309871,2813,2655,,,,1715024236
3713,12309884,3883,2410,3345,,,1715018794
3714,12309885,2680,3433,,,,1715008009
3715,12309886,4835,1738,2663,,,1715018868
3716,12309887,2868,3692,4851,,,1715030035
3717,12309888,2523,2275,,,,1715032684
3718,12309889,3258,1825,,,,1715037288
3719,12309890,1876,2567,,,,1715018818
3720,12309891,2133,3889,,,,1715030306
3721,12309892,2928,2987,4070,,,1715028579
3722,12309893,2385,3647,,,,1715017315
3723,12309894,1728,2470,,,,1715024679
3724,12309895,2964,1937,,,,1715008426
3725,12309896,3024,4063,,,,1715025041
3726,12309897,2506,3541,2268,,,1715011098
3727,12309898,2554,1685,,,,1715014107
3728,12309899,4429,1743,,,,1715009172
3729,12309900,2221,2042,,,,1715014443
3730,12309901,2887,2851,,,,1715013518
3731,12310120,1839,2142,,,,1715087708
3732,12310121,1795,3353,,,,1715082231
3733,12310124,3286,3515,4586,,,1715092632
3734,12310125,1950,1533,,,,1715082230
3735,12310128,3138,2126,,,,1715166646
3736,12310130,1606,2117,,,,1715157677
3737,12310132,2130,3211,,,,1715071395
3738,12310133,2787,4704,,,,1715097436
3739,12310135,3027,2785,,,,1715099360
3740,12310136,3090,6615,,,,1715084233
3741,12310137,,,,,,
3742,12310293,,,,,,
3743,12310294,,,,,,
3744,12310295,,,,,,
3745,12310297,,,,,,
3746,12310298,,,,,,
3747,12310299,,,,,,
3748,12310301,,,,,,
3749,12310302,,,,,,
3750,12310552,2956,2408,,,,1715047245
3751,12310555,2267,2688,,,,1715046442
3752,12310556,3241,2460,5380,,,1715050212
3753,12310557,3272,1760,,,,1715047715
3754,12310692,2942,3140,,,,1715050944
3755,12310694,2343,1920,,,,1715050279
3756,12310696,2098,2388,,,,1715049941
3757,12310700,2014,2399,,,,1715136308
3758,12310701,2876,2515,,,,1715050023
3759,12311065,2590,2062,,,,1715082856
3760,12311066,2058,2106,,,,1715086646
3761,12311067,5,4,,,,1715084810
3762,12311068,4127,4749,2223,,,1715094641
3763,12311069,2100,1857,,,,1715082252
3764,12311070,1587,2947,,,,1715087998
3765,12311125,2534,2864,958,,,1715007190
3766,12311126,3502,2971,894,,,1715007711
3767,12311127,1881,2076,1157,,,1715010739
3768,12311130,2363,4096,,,,1715071753
3769,12311158,2106,3548,,,,1715014665
3770,12311159,3288,2852,4127,,,1715075350
3771,12311170,1990,2727,,,,1715071470
3772,12311171,1996,3623,,,,1715029556
3773,12311185,1580,3865,,,,1715004620
3774,12311265,2083,1854,,,,1715064128
3775,12311266,3021,2079,3219,,,1715155672
3776,12311267,2272,4712,2539,,,1715058376
3777,12311268,2583,2543,2473,,,1715069265
3778,12311269,2063,2329,,,,1715061642
3779,12311270,2899,2417,,,,1715078328
3780,12311271,2934,2395,,,,1715060794
3781,12311272,3789,3221,,,,1715014682
3782,12311300,1778,2121,2019,,,1715073077
3783,12311307,2881,2918,8334,,,1715074950
3784,12311310,1503,3880,,,,1715011995
3785,12311390,2376,3785,,,,1715089827
3786,12311391,2138,1619,,,,1715102936
3787,12311392,3041,2636,2835,,,1715099834
3788,12311393,3422,2995,2662,,,1715098155
3789,12311394,3420,2697,,,,1715098113
3790,12311395,4561,3511,,,,1715105663
3791,12311396,3937,1363,4039,,,1715164342
3792,12311397,5669,3104,,,,1715083302
3793,12311398,2095,3002,,,,1715105538
3794,12311399,3298,1784,,,,1715175601
3795,12311400,3598,3006,,,,1715099470
3796,12311401,2072,1610,,,,1715075036
3797,12311402,2374,2962,4204,,,1715164722
3798,12311403,2666,2224,,,,1715174968
3799,12311404,2082,8698,,,,1715178847
3800,12311405,2207,2326,,,,1715167967
3801,12311406,2594,9695,,,,1715178451
3802,12311412,3304,3094,3975,,,1715162144
3803,12311414,2775,3267,2641,,,1715173310
3804,12311415,2321,2193,2603,,,1715167331
3805,12311416,4705,2779,,,,1715173998
3806,12311417,4821,3041,,,,1715175831
3807,12311418,1707,2073,,,,1715166276
3808,12311419,2588,3754,,,,1715158257
3809,12311421,4004,2063,,,,1715013120
3810,12311422,2079,2863,,,,1715008981
3811,12311429,4792,3854,,,,1715159110
3812,12311442,,,,,,
3813,12311443,,,,,,
3814,12311444,,,,,,
3815,12311445,,,,,,
3816,12311446,,,,,,
3817,12311448,,,,,,
3818,12311449,,,,,,
3819,12311452,,,,,,
3820,12311455,,,,,,
3821,12311456,,,,,,
3822,12311509,2157,1970,,,,1715072262
3823,12311510,2772,1952,,,,1715079411
3824,12311511,3663,1463,,,,1715079177
3825,12311512,1238,2066,,,,1715079636
3826,12311513,2284,2840,,,,1715072640
3827,12311514,3069,4180,,,,1715073361
3828,12311515,2265,3725,3485,,,1715088905
3829,12311517,2025,1415,,,,1715084804
3830,12311532,3024,3800,5588,,,1715076334
3831,12311560,3859,2105,,,,1715073702
3832,12311561,3246,3609,,,,1715080829
3833,12311562,2410,2814,726,,,1715086040
3834,12311563,1434,3053,,,,1715070721
3835,12311564,2226,3364,,,,1715079103
3836,12311565,4008,4626,1190,,,1715078466
3837,12311566,2496,1481,763,,,1715079493
3838,12311567,2301,2967,965,,,1715074611
3839,12311580,,,,,,
3840,12311581,,,,,,
3841,12311582,,,,,,
3842,12311583,,,,,,
3843,12311584,,,,,,
3844,12311585,,,,,,
3845,12311586,,,,,,
3846,12311587,,,,,,
3847,12311588,,,,,,
3848,12311591,,,,,,
3849,12311594,,,,,,
3850,12311597,,,,,,
3851,12311598,,,,,,
3852,12311599,,,,,,
3853,12311604,4002,2691,3555,,,1715075885
3854,12311669,4136,2024,3508,,,1715089474
3855,12311671,1979,1385,,,,1715083685
3856,12311672,1693,2817,,,,1715071103
3857,12311673,1983,3410,,,,1715077213
3858,12311674,2898,3323,,,,1715073562
3859,12311675,2651,3214,,,,1715072257
3860,12311676,2322,3035,,,,1715071356
3861,12311681,3034,2721,,,,1715084297
3862,12311693,1993,2833,,,,1715078508
3863,12311694,2139,2408,,,,1715072779
3864,12311710,1594,3274,,,,1715079612
3865,12311711,1956,1861,,,,1715077077
3866,12311712,2963,2642,,,,1715085626
3867,12311713,3135,2057,,,,1715087046
3868,12311714,2233,2142,3419,,,1715073661
3869,12311715,2381,2264,2368,,,1715093827
3870,12311784,3158,3469,,,,1715015886
3871,12311799,1879,4310,3390,,,1715178023
3872,12311802,2858,1974,1714,,,1715177106
3873,12311803,3426,5242,,,,1715162179
3874,12311804,1688,2636,,,,1715162500
3875,12311805,3647,3490,,,,1715177476
3876,12311806,2528,5341,4747,,,1715160405
3877,12311807,1744,3166,,,,1715162811
3878,12311809,2566,1782,1856,,,1715088319
3879,12311810,3167,3703,2343,,,1715098468
3880,12311811,2851,4464,,,,1715088069
3881,12311812,3009,3297,,,,1715075984
3882,12311813,2165,4322,2315,,,1715088141
3883,12311814,2023,1966,,,,1715082300
3884,12311852,3082,3706,,,,1715074469
3885,12311853,2257,2960,,,,1715074708
3886,12311854,2280,2677,,,,1715068461
3887,12311855,3040,2441,,,,1715075508
3888,12311856,,,,,,
3889,12311857,1862,3463,1343,,,1715077294
3890,12311858,2294,4359,,,,1715075043
3891,12311860,3363,4489,2755,,,1715091692
3892,12311861,,,,,,1715080353
3893,12311863,4291,3436,2961,,,1715095999
3894,12311865,3057,2594,2688,,,1715089462
3895,12311867,3263,2347,,,,1715076031
3896,12311868,4,5,,,,1715072222
3897,12311869,2763,3035,,,,1715068517
3898,12311870,2701,2302,,,,1715086876
3899,12311871,3541,2785,,,,1715085406
3900,12311872,3568,4321,,,,1715092563
3901,12311874,4446,2949,,,,1715083927
3902,12311875,2815,1909,,,,1715068498
3903,12311876,2484,2549,,,,1715074555
3904,12311877,2675,2889,964,,,1715079878
3905,12311878,3810,4175,1721,,,1715087394
3906,12311879,1803,1904,,,,1715080561
3907,12311882,3053,2452,,,,1715069200
3908,12311883,2685,1614,1271,,,1715070117
3909,12311884,1537,2215,,,,1715081049
3910,12311885,3384,2752,1006,,,1715072263
3911,12311886,3105,1742,,,,1715082271
3912,12311887,1352,2685,,,,1715079953
3913,12311889,2014,1874,1191,,,1715069925
3914,12311896,,,,,,
3915,12311897,4506,2560,,,,1715087721
3916,12311898,2070,6122,,,,1715077454
3917,12311899,2823,4705,,,,1715087218
3918,12311900,2256,3020,,,,1715161450
3919,12311901,2118,2196,,,,1715175407
3920,12311902,2234,2648,,,,1715168591
3921,12311903,1935,4292,,,,1715161084
3922,12311904,4478,2308,4652,,,1715166267
3923,12311905,4245,2913,5958,,,1715166408
3924,12311907,2325,2301,3687,,,1715163878
3925,12311918,2699,3500,,,,1715077131
3926,12311921,2542,3116,,,,1715075583
3927,12311924,2412,1601,,,,1715070164
3928,12311926,2706,1875,,,,1715070483
3929,12311927,2030,1882,,,,1715074622
3930,12311929,2163,2173,,,,1715069849
3931,12311932,2979,3145,,,,1715080484
3932,12311933,2177,2390,,,,1715083765
3933,12311934,2436,3315,,,,1715070079
3934,12311944,3453,2357,,,,1715086856
3935,12311945,2465,3454,2501,,,1715075207
3936,12311946,6421,2509,3401,,,1715085787
3937,12311994,4585,2039,,,,1715083814
3938,12311995,2487,3187,,,,1715072546
3939,12311996,2554,3414,5260,,,1715092796
3940,12311997,2975,2892,,,,1715073069
3941,12311998,3215,4142,,,,1715085061
3942,12311999,3587,4019,657,,,1715084563
3943,12312001,1974,3001,,,,1715077660
3944,12312002,4030,3317,,,,1715074992
3945,12312003,3042,3203,,,,1715086240
3946,12312006,2516,2015,747,,,1715080917
3947,12312007,1818,2867,,,,1715071881
3948,12312008,3427,2447,,,,1715089384
3949,12312009,2767,1509,,,,1715066759
3950,12312010,3853,1937,,,,1715068446
3951,12312011,1921,3292,,,,1715075427
3952,12312012,3448,3401,1029,,,1715071469
3953,12312013,4854,3062,,,,1715077919
3954,12312014,2105,78,,,,1715066147
3955,12312015,2195,2728,1140,,,1715076687
3956,12312016,2239,2549,,,,1715069912
3957,12312017,1522,1822,,,,1715065580
3958,12312018,3802,3132,1218,,,1715070669
3959,12312019,3002,3351,,,,1715071509
3960,12312020,3932,3253,,,,1715076743
3961,12312021,3324,3250,914,,,1715070667
3962,12312024,1944,2005,,,,1715087172
3963,12312025,2004,999,,,,1715071630
3964,12312026,3727,2635,,,,1715088930
3965,12312027,1440,3492,,,,1715077426
