,match_id,city,stadium,venue_id,country
0,12260075,Madrid,Manolo Santana,21462,Spain
1,12260076,Madrid,ARANTXA SANCHEZ VICARIO,21466,Spain
2,12260077,Madrid,Manolo Santana,21462,Spain
3,12260078,Madrid,Manolo Santana,21462,Spain
4,12260080,Madrid,ARANTXA SANCHEZ VICARIO,21466,Spain
5,12260081,Madrid,Manolo Santana,21462,Spain
6,12260085,Madrid,ARANTXA SANCHEZ VICARIO,21466,Spain
7,12261594,Madrid,Manolo Santana,21462,Spain
8,12261595,Madrid,Manolo Santana,21462,Spain
9,12261596,Madrid,Manolo Santana,21462,Spain
10,12276769,Guangzhou,Court 2,41517,China
11,12276772,Guangzhou,Center Court,41518,China
12,12276773,Guangzhou,Court 6,41623,China
13,12276774,Guangzhou,Court 2,41517,China
14,12276775,Guangzhou,Center Court,41518,China
15,12276776,Guangzhou,Court 2,41517,China
16,12276781,Guangzhou,Center Court,41518,China
17,12276783,Guangzhou,Center Court,41518,China
18,12276806,Porto Alegre,Indoor 2,44264,Brazil
19,12276816,Porto Alegre,Indoor 1,44263,Brazil
20,12276857,Cagliari,Campo Centrale,31785,Italy
21,12276861,Cagliari,Campo 14,31783,Italy
22,12276862,Cagliari,Campo 2,31784,Italy
23,12276863,Cagliari,Campo 14,31783,Italy
24,12276864,Cagliari,Campo Centrale,31785,Italy
25,12276924,Saint Malo,Court 2,26629,France
26,12276925,Saint Malo,Court 1,26627,France
27,12276927,Saint Malo,Central,29581,France
28,12276928,Saint Malo,Central,29581,France
29,12276929,Saint Malo,Central,29581,France
30,12276934,Saint Malo,Court 1,26627,France
31,12276937,Saint Malo,Court 1,26627,France
32,12276938,Saint Malo,Central,29581,France
33,12276975,Lleida,Centre Court,44253,Spain
34,12276976,Lleida,Court 2,44262,Spain
35,12276978,Lleida,Centre Court,44253,Spain
36,12276981,Lleida,Court 1,44254,Spain
37,12276983,Lleida,Centre Court,44253,Spain
38,12276986,Lleida,Court 1,44254,Spain
39,12276987,Lleida,Court 2,44262,Spain
40,12287004,Porto Alegre,Indoor 1,44263,Brazil
41,12287005,Porto Alegre,Indoor 1,44263,Brazil
42,12287006,Porto Alegre,Indoor 1,44263,Brazil
43,12287007,Porto Alegre,Indoor 1,44263,Brazil
44,12287008,Porto Alegre,Indoor 2,44264,Brazil
45,12287009,Porto Alegre,Indoor 2,44264,Brazil
46,12287011,Porto Alegre,Indoor 2,44264,Brazil
47,12287012,Porto Alegre,Indoor 2,44264,Brazil
48,12287013,Porto Alegre,Indoor 1,44263,Brazil
49,12288044,Saint Malo,Central,29581,France
50,12288048,Saint Malo,Central,29581,France
51,12288050,Saint Malo,Central,29581,France
52,12288414,Porto Alegre,Court 3,44228,Brazil
53,12288415,Porto Alegre,Indoor 2,44264,Brazil
54,12288416,Porto Alegre,Court 2,44229,Brazil
55,12288417,Porto Alegre,Indoor 1,44263,Brazil
56,12288418,Porto Alegre,Court 2,44229,Brazil
57,12288419,Porto Alegre,Indoor 1,44263,Brazil
58,12288420,Porto Alegre,Indoor 1,44263,Brazil
59,12288421,Porto Alegre,Indoor 2,44264,Brazil
60,12288918,Cagliari,Campo 14,31783,Italy
61,12288919,Cagliari,Campo 2,31784,Italy
62,12288920,Cagliari,Campo 2,31784,Italy
63,12288921,Cagliari,Campo Centrale,31785,Italy
64,12288922,Cagliari,Campo Centrale,31785,Italy
65,12288923,Cagliari,Campo Centrale,31785,Italy
66,12288924,Cagliari,Campo Centrale,31785,Italy
67,12288925,Cagliari,Campo Centrale,31785,Italy
68,12288926,Aix-en-Provence,COURT CREDIT AGRICOLE,39312,France
69,12288929,Aix-en-Provence,COURT CREDIT AGRICOLE,39312,France
70,12288930,Aix-en-Provence,COURT CREDIT AGRICOLE,39312,France
71,12288931,Aix-en-Provence,COURT CREDIT AGRICOLE,39312,France
72,12288932,Aix-en-Provence,COURT CREDIT AGRICOLE,39312,France
73,12288933,Aix-en-Provence,COURT CREDIT AGRICOLE,39312,France
74,12289656,Santa Margherita Di Pula,Court 4,34380,Italy
75,12289658,Anapoima,Court 2,34125,Colombia
76,12289660,Anapoima,Court 1,34126,Colombia
77,12289663,Anapoima,Court 7,34131,Colombia
78,12289664,Anapoima,Court 1,34126,Colombia
79,12289667,Anapoima,Court 6,34128,Colombia
80,12289668,Anapoima,Court 2,34125,Colombia
81,12289670,Anapoima,Court 2,34125,Colombia
82,12289671,Anapoima,Court 6,34128,Colombia
83,12289672,Anapoima,Court 1,34126,Colombia
84,12289675,Anapoima,Court 3,34124,Colombia
85,12289677,Anapoima,Court 2,34125,Colombia
86,12289678,Anapoima,Court 1,34126,Colombia
87,12289690,Anapoima,Court 1,34126,Colombia
88,12289691,Anapoima,Court 7,34131,Colombia
89,12290721,Guangzhou,Center Court,41518,China
90,12291185,Lopota,Court 4,44198,Georgia
91,12291277,Lopota,Center Court,44179,Georgia
92,12291304,Varberg,Court 2,25155,Sweden
93,12291487,Hammamet,Court 7,18289,Tunisia
94,12291488,Hammamet,Court 6,18336,Tunisia
95,12291489,Hammamet,Court 4,18290,Tunisia
96,12291490,Hammamet,Court 8,18581,Tunisia
97,12291491,Hammamet,Court 5,18337,Tunisia
98,12291492,Hammamet,Court 3,18292,Tunisia
99,12291493,Hammamet,Court 3,18292,Tunisia
100,12291497,Hammamet,Court 8,18581,Tunisia
101,12291498,Hammamet,Court 6,18336,Tunisia
102,12291506,Hammamet,Court 4,18290,Tunisia
103,12291593,Kursumlijska Banja,Court 4,39044,Serbia
104,12291657,Wiesbaden,Court 3,21333,Germany
105,12291659,Wiesbaden,Centre Court,44225,Germany
106,12291660,Wiesbaden,Centre Court,44225,Germany
107,12291698,Lleida,Centre Court,44253,Spain
108,12291700,Lleida,Court 1,44254,Spain
109,12291702,Lleida,Court 2,44262,Spain
110,12291704,Lleida,Centre Court,44253,Spain
111,12291706,Lleida,Court 1,44254,Spain
112,12291709,Lleida,Court 2,44262,Spain
113,12291711,Lleida,Centre Court,44253,Spain
114,12291712,Lleida,Court 1,44254,Spain
115,12291714,Lleida,Centre Court,44253,Spain
116,12291819,Antalya,Court 2,31437,Turkey
117,12291832,Antalya,Court 22,28265,Turkey
118,12291833,Antalya,Court 5,18121,Turkey
119,12292132,Osijek,Court 5,34773,Croatia
120,12292140,Osijek,Court 8,34774,Croatia
121,12292146,Osijek,Court 4,34775,Croatia
122,12292148,Osijek,Court 7,34770,Croatia
123,12292151,Osijek,Court 1,39280,Croatia
124,12292279,Saint Malo,Court 2,26629,France
125,12292282,Yecla,Court 1,39667,Spain
126,12292287,Yecla,Court 3,39668,Spain
127,12292484,Nottingham,Court 4,17207,England
128,12292485,Nottingham,Court 1,17202,England
129,12292487,Nottingham,Court 6,23510,England
130,12292489,Nottingham,Court 2,17205,England
131,12292490,Nottingham,Court 5,17221,England
132,12292491,Nottingham,Show Court,44196,England
133,12292492,Nottingham,Court 5,17221,England
134,12292681,Orange Park,Court 1,21195,USA
135,12292682,Orange Park,Court 9,24933,USA
136,12292683,Orange Park,Court 3,21200,USA
137,12292684,Orange Park,Court 2,21201,USA
138,12292685,Orange Park,Court 4,21199,USA
139,12292688,Orange Park,Court 4,21199,USA
140,12292689,Orange Park,Court 4,21199,USA
141,12292691,Orange Park,Court 3,21200,USA
142,12292692,Orange Park,Court 10,24932,USA
143,12292693,Orange Park,Court 1,21195,USA
144,12292694,Orange Park,Court 1,21195,USA
145,12292820,Anapoima,Court 6,34128,Colombia
146,12292821,Anapoima,Court 6,34128,Colombia
147,12292822,Anapoima,Court 6,34128,Colombia
148,12292823,Anapoima,Court 3,34124,Colombia
149,12292824,Anapoima,Court 3,34124,Colombia
150,12292825,Anapoima,Court 7,34131,Colombia
151,12292826,Anapoima,Court 1,34126,Colombia
152,12292827,Anapoima,Court 6,34128,Colombia
153,12292828,Anapoima,Court 1,34126,Colombia
154,12292829,Anapoima,Court 3,34124,Colombia
155,12292849,Bonita Springs,Grandstand,25130,USA
156,12292850,Bonita Springs,Court 2,32078,USA
157,12292851,Bonita Springs,Championship Court,34729,USA
158,12292852,Bonita Springs,Grandstand,25130,USA
159,12292853,Bonita Springs,Court 2,32078,USA
160,12292860,Bonita Springs,Grandstand,25130,USA
161,12292861,Bonita Springs,Grandstand,25130,USA
162,12292863,Bonita Springs,Championship Court,34729,USA
163,12292876,Orange Park,Court 2,21201,USA
164,12292877,Orange Park,Court 9,24933,USA
165,12292878,Orange Park,Court 10,24932,USA
166,12292930,Anapoima,Court 2,34125,Colombia
167,12292931,Anapoima,Court 1,34126,Colombia
168,12292932,Anapoima,Court 3,34124,Colombia
169,12292933,Anapoima,Court 7,34131,Colombia
170,12292934,Anapoima,Court 6,34128,Colombia
171,12292935,Anapoima,Court 7,34131,Colombia
172,12292936,Anapoima,Court 2,34125,Colombia
173,12292937,Anapoima,Court 7,34131,Colombia
174,12292938,Bonita Springs,Court 4,32080,USA
175,12292939,Bonita Springs,Court 4,32080,USA
176,12292941,"Boca Raton, FL",Court 11,37879,USA
177,12292942,"Boca Raton, FL",Court 10,37861,USA
178,12292943,"Boca Raton, FL",Court 5,37295,USA
179,12292944,"Boca Raton, FL",Court 11,37879,USA
180,12292945,"Boca Raton, FL",Court 10,37861,USA
181,12292946,"Boca Raton, FL",Court 8,37293,USA
182,12292947,"Boca Raton, FL",Court 8,37293,USA
183,12292948,"Boca Raton, FL",Court 5,37295,USA
184,12293427,Gifu,I 2,44265,Japan
185,12293430,Gifu,I 4,44266,Japan
186,12293433,Antalya,Court 22,28265,Turkey
187,12293440,Gifu,I 4,44266,Japan
188,12293441,Kursumlijska Banja,Court 4,39044,Serbia
189,12293442,Antalya,Court 5,18121,Turkey
190,12293445,Kursumlijska Banja,Court 7,41293,Serbia
191,12293448,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
192,12293451,Gifu,I 3,44267,Japan
193,12293457,Monastir,Court 1,23881,Tunisia
194,12293459,Monastir,Centre Court,34777,Tunisia
195,12293460,Nottingham,Court 5,17221,England
196,12293462,Sabadell,Court 4,18547,Spain
197,12293463,Sabadell,Court 5,18633,Spain
198,12293464,Sabadell,Court 2,23734,Spain
199,12293465,Sabadell,Court 3,18546,Spain
200,12293466,Sabadell,Court 4,18547,Spain
201,12293468,Sabadell,Court 6,39291,Spain
202,12293469,Sabadell,Court 4,18547,Spain
203,12293470,Sabadell,Court 5,18633,Spain
204,12293471,Varberg,Court 1,25157,Sweden
205,12293472,Kursumlijska Banja,Court 2,39050,Serbia
206,12293473,Varberg,Court 3,25156,Sweden
207,12293474,Orange Park,Court 1,21195,USA
208,12293475,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
209,12293476,Nottingham,Court 3,17206,England
210,12293477,Orange Park,Court 1,21195,USA
211,12293478,Nottingham,Court 6,23510,England
212,12293480,Kursumlijska Banja,Court 1,39048,Serbia
213,12293481,Santa Margherita Di Pula,Court 11,18590,Italy
214,12293482,Nottingham,Court 4,17207,England
215,12293483,Santa Margherita Di Pula,Court 11,18590,Italy
216,12293484,Varberg,Court 1,25157,Sweden
217,12293485,Nottingham,Court 2,17205,England
218,12293486,Nottingham,Court 2,17205,England
219,12293487,Orange Park,Court 2,21201,USA
220,12293488,Nottingham,Court 1,17202,England
221,12293489,Osijek,Court 5,34773,Croatia
222,12293490,Santa Margherita Di Pula,Court 11,18590,Italy
223,12293491,Osijek,Court 2,34772,Croatia
224,12293492,Yecla,Court 3,39668,Spain
225,12293493,Nottingham,Show Court,44196,England
226,12293494,Osijek,Court 6,34771,Croatia
227,12293495,Yecla,Court 2,39665,Spain
228,12293496,Yecla,Court 1,39667,Spain
229,12293497,Osijek,Court 5,34773,Croatia
230,12293498,Varberg,Court 2,25155,Sweden
231,12293499,Antalya,Court 3,18122,Turkey
232,12293500,Varberg,Court 3,25156,Sweden
233,12293501,Yecla,Court 3,39668,Spain
234,12293502,Antalya,Court 1,17286,Turkey
235,12293503,Osijek,Court 4,34775,Croatia
236,12293505,Osijek,Court 4,34775,Croatia
237,12293506,Osijek,Court 8,34774,Croatia
238,12293507,Osijek,Court 6,34771,Croatia
239,12293508,Osijek,Court 7,34770,Croatia
240,12293509,Santa Margherita Di Pula,Court 11,18590,Italy
241,12293510,Osijek,Court 8,34774,Croatia
242,12293513,Monastir,Court 5,23362,Tunisia
243,12293516,Monastir,Centre Court,34777,Tunisia
244,12293517,Wiesbaden,Centre Court,44225,Germany
245,12293519,Monastir,Court 4,23364,Tunisia
246,12293523,Wiesbaden,Court 3,21333,Germany
247,12293524,Wiesbaden,Court 4,21334,Germany
248,12293525,Sabadell,Court 3,18546,Spain
249,12293527,Monastir,Court 3,23363,Tunisia
250,12293528,Wiesbaden,Court 4,21334,Germany
251,12293529,Monastir,Court 2,23360,Tunisia
252,12293530,Wiesbaden,Court 3,21333,Germany
253,12293531,Monastir,Court 3,23363,Tunisia
254,12293533,Wiesbaden,Court 3,21333,Germany
255,12293534,Monastir,Court 1,23881,Tunisia
256,12293535,Wiesbaden,Centre Court,44225,Germany
257,12293536,Monastir,Court 4,23364,Tunisia
258,12293537,Wiesbaden,Centre Court,44225,Germany
259,12293538,Monastir,Court 6,23890,Tunisia
260,12293539,Wiesbaden,Court 4,21334,Germany
261,12293540,Monastir,Court 5,23362,Tunisia
262,12293541,Monastir,Court 3,23363,Tunisia
263,12293542,Monastir,Court 3,23363,Tunisia
264,12293543,Monastir,Court 2,23360,Tunisia
265,12293544,Monastir,Court 4,23364,Tunisia
266,12293545,Monastir,Court 5,23362,Tunisia
267,12293558,Porto Alegre,Indoor 2,44264,Brazil
268,12293559,Porto Alegre,Indoor 1,44263,Brazil
269,12293560,Porto Alegre,Indoor 1,44263,Brazil
270,12293561,Porto Alegre,Indoor 2,44264,Brazil
271,12293562,Porto Alegre,Indoor 1,44263,Brazil
272,12293563,Porto Alegre,Indoor 2,44264,Brazil
273,12293564,Porto Alegre,Indoor 1,44263,Brazil
274,12293643,Xalapa,Court 5,44234,Mexico
275,12293644,Xalapa,Stadium,44258,Mexico
276,12293645,Xalapa,Court 3,44232,Mexico
277,12293649,Xalapa,Stadium,44258,Mexico
278,12293650,Xalapa,Stadium,44258,Mexico
279,12293651,Xalapa,Stadium,44258,Mexico
280,12293652,Xalapa,Court 5,44234,Mexico
281,12293653,Xalapa,Stadium,44258,Mexico
282,12293656,Xalapa,Court 5,44234,Mexico
283,12293657,Xalapa,Stadium,44258,Mexico
284,12293726,Kursumlijska Banja,Court 3,39051,Serbia
285,12293727,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
286,12293728,Kursumlijska Banja,Court 3,39051,Serbia
287,12293729,Kursumlijska Banja,Court 1,39048,Serbia
288,12293730,Kursumlijska Banja,Court 4,39044,Serbia
289,12293731,Kursumlijska Banja,Court 2,39050,Serbia
290,12293732,Nottingham,Show Court,44196,England
291,12293733,Nottingham,COURT 7,22110,England
292,12293734,Nottingham,Court 4,17207,England
293,12293735,Nottingham,Court 5,17221,England
294,12293736,Nottingham,Court 3,17206,England
295,12293737,Nottingham,Court 2,17205,England
296,12293738,Nottingham,Court 6,23510,England
297,12293739,"Boca Raton, FL",Stadium,44256,USA
298,12293740,Nottingham,Court 1,17202,England
299,12293741,"Boca Raton, FL",Court 11,37879,USA
300,12293743,"Boca Raton, FL",Stadium,44256,USA
301,12293745,"Boca Raton, FL",Stadium,44256,USA
302,12293747,"Boca Raton, FL",Court 10,37861,USA
303,12293748,"Boca Raton, FL",Court 10,37861,USA
304,12293750,"Boca Raton, FL",Court 8,37293,USA
305,12293751,"Boca Raton, FL",Court 10,37861,USA
306,12293756,Bonita Springs,Championship Court,34729,USA
307,12293757,Bonita Springs,Court 2,32078,USA
308,12293758,Bonita Springs,Grandstand,25130,USA
309,12293759,Bonita Springs,Championship Court,34729,USA
310,12293760,Bonita Springs,Court 2,32078,USA
311,12293761,Bonita Springs,Championship Court,34729,USA
312,12294022,Gifu,I 2,44265,Japan
313,12294023,Gifu,I 3,44267,Japan
314,12294024,Gifu,I 4,44266,Japan
315,12294025,Gifu,I 3,44267,Japan
316,12294026,Gifu,I 2,44265,Japan
317,12294027,Gifu,I 4,44266,Japan
318,12294068,Guangzhou,Center Court,41518,China
319,12295042,Yecla,Court 2,39665,Spain
320,12295043,Yecla,Court 1,39667,Spain
321,12295044,Yecla,Court 1,39667,Spain
322,12295045,Yecla,Court 3,39668,Spain
323,12295046,Yecla,Court 2,39665,Spain
324,12295047,Yecla,Court 1,39667,Spain
325,12295048,Yecla,Court 2,39665,Spain
326,12295101,Santa Margherita Di Pula,Court 11,18590,Italy
327,12295102,Santa Margherita Di Pula,Court 11,18590,Italy
328,12295103,Santa Margherita Di Pula,Court 12,19221,Italy
329,12295104,Santa Margherita Di Pula,Court 12,19221,Italy
330,12295105,Santa Margherita Di Pula,Court 12,19221,Italy
331,12295106,Santa Margherita Di Pula,Court 12,19221,Italy
332,12295107,Santa Margherita Di Pula,Court 12,19221,Italy
333,12295118,Sabadell,Court 6,39291,Spain
334,12295121,Santa Margherita Di Pula,Court 8,34403,Italy
335,12295130,Hammamet,Court 6,18336,Tunisia
336,12295143,Nottingham,Court 1,17202,England
337,12295144,Lopota,Court 3,44180,Georgia
338,12295145,Lopota,Center Court,44179,Georgia
339,12295148,Hammamet,Court 5,18337,Tunisia
340,12295149,Sabadell,Court 3,18546,Spain
341,12295150,Sabadell,Court 2,23734,Spain
342,12295151,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
343,12295152,Kursumlijska Banja,Court 4,39044,Serbia
344,12295153,Kursumlijska Banja,Court 1,39048,Serbia
345,12295154,Kursumlijska Banja,Court 8,41291,Serbia
346,12295155,Kursumlijska Banja,Court 4,39044,Serbia
347,12295156,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
348,12295157,Kursumlijska Banja,Court 7,41293,Serbia
349,12295158,Kursumlijska Banja,Court 4,39044,Serbia
350,12295159,Kursumlijska Banja,Court 7,41293,Serbia
351,12295160,Kursumlijska Banja,Court 2,39050,Serbia
352,12295161,Kursumlijska Banja,Court 8,41291,Serbia
353,12295162,Kursumlijska Banja,Court 3,39051,Serbia
354,12295163,Kursumlijska Banja,Court 1,39048,Serbia
355,12295164,Kursumlijska Banja,Court 2,39050,Serbia
356,12295165,Kursumlijska Banja,Court 3,39051,Serbia
357,12295172,Hammamet,Court 6,18336,Tunisia
358,12295181,Santa Margherita Di Pula,Court 8,34403,Italy
359,12295217,Monastir,Court 1,23881,Tunisia
360,12295218,Monastir,Centre Court,34777,Tunisia
361,12295219,Monastir,Court 1,23881,Tunisia
362,12295220,Monastir,Court 6,23890,Tunisia
363,12295221,Monastir,Court 6,23890,Tunisia
364,12295222,Monastir,Centre Court,34777,Tunisia
365,12295223,Monastir,Court 2,23360,Tunisia
366,12295227,Lopota,Court 2,44182,Georgia
367,12295240,Lopota,Center Court,44179,Georgia
368,12295300,Osijek,Court 5,34773,Croatia
369,12295301,Osijek,Court 2,34772,Croatia
370,12295302,Osijek,Court 7,34770,Croatia
371,12295303,Osijek,Court 1,39280,Croatia
372,12295304,Osijek,Court 8,34774,Croatia
373,12295305,Osijek,Court 8,34774,Croatia
374,12295306,Osijek,Court 5,34773,Croatia
375,12295352,Nottingham,Court 2,17205,England
376,12295353,Nottingham,Court 5,17221,England
377,12295369,Yecla,Court 3,39668,Spain
378,12295415,Lopota,Court 4,44198,Georgia
379,12295427,Antalya,Court 3,18122,Turkey
380,12295428,Antalya,Court 20,28269,Turkey
381,12295429,Antalya,Court 2,31437,Turkey
382,12295430,Antalya,Court 21,28266,Turkey
383,12295431,Antalya,Court 2,31437,Turkey
384,12295432,Antalya,Court 4,18123,Turkey
385,12295433,Antalya,Court 4,18123,Turkey
386,12295434,Antalya,Court 21,28266,Turkey
387,12295435,Antalya,Court 21,28266,Turkey
388,12295487,Osijek,Court 1,39280,Croatia
389,12295488,Osijek,Court 6,34771,Croatia
390,12295489,Osijek,Court 1,39280,Croatia
391,12295490,Osijek,Court 7,34770,Croatia
392,12295491,Osijek,Court 4,34775,Croatia
393,12295492,Osijek,Court 7,34770,Croatia
394,12295493,Osijek,Court 4,34775,Croatia
395,12295516,Monastir,Court 5,23362,Tunisia
396,12295517,Lopota,Court 3,44180,Georgia
397,12295525,Antalya,Court 20,28269,Turkey
398,12295535,Nottingham,Court 6,23510,England
399,12295538,Saint Malo,Central,29581,France
400,12295539,Nottingham,Court 2,17205,England
401,12295550,Nottingham,Court 5,17221,England
402,12295551,Varberg,Court 2,25155,Sweden
403,12295552,Lopota,Court 2,44182,Georgia
404,12295553,Varberg,Court 4,25158,Sweden
405,12295554,Varberg,Court 1,25157,Sweden
406,12295555,Varberg,Court 3,25156,Sweden
407,12295556,Varberg,Court 4,25158,Sweden
408,12295557,Varberg,Court 4,25158,Sweden
409,12295558,Varberg,Court 2,25155,Sweden
410,12295588,Nottingham,Show Court,44196,England
411,12295590,Aix-en-Provence,Court Nissan,21546,France
412,12295591,Aix-en-Provence,Court Nissan,21546,France
413,12295592,Aix-en-Provence,Court Nissan,21546,France
414,12295593,Aix-en-Provence,Court Eiffage,39317,France
415,12295614,Wiesbaden,Court 4,21334,Germany
416,12295719,Cagliari,Campo 14,31783,Italy
417,12295720,Cagliari,Campo 14,31783,Italy
418,12295722,Cagliari,Campo 2,31784,Italy
419,12295735,Nottingham,Court 4,17207,England
420,12295809,Porto Alegre,Indoor 1,44263,Brazil
421,12295812,Varberg,Court 1,25157,Sweden
422,12295817,Antalya,Court 2,31437,Turkey
423,12295820,Sabadell,Court 3,18546,Spain
424,12295821,Sabadell,Court 7,39290,Spain
425,12295822,Sabadell,Court 2,23734,Spain
426,12295823,Sabadell,Court 5,18633,Spain
427,12295824,Sabadell,Court 6,39291,Spain
428,12295825,Sabadell,Court 7,39290,Spain
429,12295826,Sabadell,Court 2,23734,Spain
430,12295831,Antalya,Court 5,18121,Turkey
431,12295832,Antalya,Court 2,31437,Turkey
432,12295833,Antalya,Court 5,18121,Turkey
433,12295834,Antalya,Court 5,18121,Turkey
434,12295835,Antalya,Court 22,28265,Turkey
435,12295836,Antalya,Court 1,17286,Turkey
436,12295837,Antalya,Court 20,28269,Turkey
437,12295838,Antalya,Court 1,17286,Turkey
438,12295840,Osijek,Court 8,34774,Croatia
439,12295842,Wiesbaden,Court 4,21334,Germany
440,12295843,Lleida,Court 2,44262,Spain
441,12295844,Lleida,Court 2,44262,Spain
442,12295845,Lleida,Centre Court,44253,Spain
443,12295846,Lleida,Court 1,44254,Spain
444,12296103,Orange Park,Court 3,21200,USA
445,12296104,Orange Park,Court 1,21195,USA
446,12296105,Orange Park,Court 4,21199,USA
447,12296106,Orange Park,Court 3,21200,USA
448,12296107,Orange Park,Court 2,21201,USA
449,12296108,Orange Park,Court 3,21200,USA
450,12296109,Orange Park,Court 4,21199,USA
451,12296151,"Boca Raton, FL",Court 11,37879,USA
452,12296152,"Boca Raton, FL",Court 8,37293,USA
453,12296153,"Boca Raton, FL",Court 10,37861,USA
454,12296154,"Boca Raton, FL",Court 8,37293,USA
455,12296155,"Boca Raton, FL",Court 12,44271,USA
456,12296156,"Boca Raton, FL",Court 7,37296,USA
457,12296157,"Boca Raton, FL",Court 11,37879,USA
458,12296158,"Boca Raton, FL",Court 7,37296,USA
459,12296178,Bonita Springs,Championship Court,34729,USA
460,12296179,Bonita Springs,Court 2,32078,USA
461,12296180,Bonita Springs,Championship Court,34729,USA
462,12296181,Bonita Springs,Court 2,32078,USA
463,12296182,Bonita Springs,Championship Court,34729,USA
464,12296183,Bonita Springs,Grandstand,25130,USA
465,12296184,Bonita Springs,Grandstand,25130,USA
466,12296185,Bonita Springs,Grandstand,25130,USA
467,12297018,Gifu,Centre Court,44244,Japan
468,12297020,Gifu,Court B3,44242,Japan
469,12297021,Xalapa,Court 3,44232,Mexico
470,12297022,Xalapa,Stadium,44258,Mexico
471,12297023,Xalapa,Court 3,44232,Mexico
472,12297024,Xalapa,Stadium,44258,Mexico
473,12297025,Xalapa,Court 3,44232,Mexico
474,12297026,Xalapa,Court 5,44234,Mexico
475,12297034,Gifu,Centre Court,44244,Japan
476,12297159,Gifu,Court B6,44246,Japan
477,12297170,Gifu,Centre Court,44244,Japan
478,12297278,Gifu,Court B1,44243,Japan
479,12297336,Gifu,Court B4,44245,Japan
480,12297534,Kursumlijska Banja,Court 3,39051,Serbia
481,12297556,Osijek,Court 1,39280,Croatia
482,12297559,Wiesbaden,Court 3,21333,Germany
483,12297572,Gifu,Court B6,44246,Japan
484,12297576,Sabadell,Court 3,18546,Spain
485,12297589,Varberg,Court 4,25158,Sweden
486,12297590,Sabadell,Court 2,23734,Spain
487,12297602,Osijek,Court 7,34770,Croatia
488,12297618,Osijek,Court 5,34773,Croatia
489,12297633,Sabadell,Court 4,18547,Spain
490,12297637,Kursumlijska Banja,Court 4,39044,Serbia
491,12297638,Kursumlijska Banja,Court 1,39048,Serbia
492,12297639,Kursumlijska Banja,Court 2,39050,Serbia
493,12297640,Kursumlijska Banja,Court 3,39051,Serbia
494,12297641,Kursumlijska Banja,Court 1,39048,Serbia
495,12297668,Monastir,Court 4,23364,Tunisia
496,12297671,Lopota,Court 2,44182,Georgia
497,12297674,Lopota,Center Court,44179,Georgia
498,12297681,Sabadell,Court 5,18633,Spain
499,12297684,Sabadell,Court 5,18633,Spain
500,12297685,Sabadell,Court 4,18547,Spain
501,12297726,Osijek,Court 5,34773,Croatia
502,12297727,Osijek,Court 6,34771,Croatia
503,12297740,Monastir,Centre Court,34777,Tunisia
504,12297741,Monastir,Court 6,23890,Tunisia
505,12297748,Lopota,Court 4,44198,Georgia
506,12297768,Monastir,Centre Court,34777,Tunisia
507,12297824,Antalya,Court 21,28266,Turkey
508,12297825,Antalya,Court 4,18123,Turkey
509,12297826,Antalya,Court 20,28269,Turkey
510,12297827,Antalya,Court 4,18123,Turkey
511,12297828,Antalya,Court 5,18121,Turkey
512,12297842,Nottingham,Court 4,17207,England
513,12297843,Nottingham,Show Court,44196,England
514,12297844,Nottingham,Show Court,44196,England
515,12297878,Antalya,Court 2,31437,Turkey
516,12297879,Osijek,Court 6,34771,Croatia
517,12297880,Osijek,Court 4,34775,Croatia
518,12297881,Osijek,Court 6,34771,Croatia
519,12297903,Osijek,Court 8,34774,Croatia
520,12297924,Lopota,Court 3,44180,Georgia
521,12297964,Antalya,Court 3,18122,Turkey
522,12297965,Antalya,Court 22,28265,Turkey
523,12297966,Antalya,Court 1,17286,Turkey
524,12297967,Antalya,Court 3,18122,Turkey
525,12297978,Osijek,Court 4,34775,Croatia
526,12297986,Nottingham,Court 6,23510,England
527,12297990,Aix-en-Provence,Court Eiffage,39317,France
528,12298012,Monastir,Court 2,23360,Tunisia
529,12298014,Monastir,Court 1,23881,Tunisia
530,12298044,Monastir,Court 3,23363,Tunisia
531,12298084,Osijek,Court 4,34775,Croatia
532,12298086,Osijek,Court 7,34770,Croatia
533,12298087,Wiesbaden,Centre Court,44225,Germany
534,12298088,Wiesbaden,Court 3,21333,Germany
535,12298097,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
536,12298098,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
537,12298099,Kursumlijska Banja,Court 2,39050,Serbia
538,12298100,Kursumlijska Banja,Court 4,39044,Serbia
539,12298101,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
540,12298103,Kursumlijska Banja,Court 4,39044,Serbia
541,12298149,Varberg,Court 4,25158,Sweden
542,12298150,Varberg,Court 3,25156,Sweden
543,12298151,Varberg,Court 1,25157,Sweden
544,12298152,Varberg,Court 4,25158,Sweden
545,12298153,Varberg,Court 2,25155,Sweden
546,12298187,Varberg,Court 2,25155,Sweden
