,match_id,home_vote,away_vote
2723,12311126,0,0
2724,12311127,6,0
2725,12311185,0,0
2726,12261532,5364,26582
2727,12276810,696,1684
2728,12276840,1494,1658
2729,12276867,2376,338
2730,12276932,780,472
2731,12305750,48,58
2732,12305980,0,0
2733,12305981,0,0
2734,12305982,120,88
2735,12305983,180,128
2736,12305984,76,80
2737,12305985,152,254
2738,12305986,292,34
2739,12305987,130,90
2740,12305988,314,16
2741,12305989,22,56
2742,12306162,192,474
2743,12306163,98,4
2744,12306215,2,12
2745,12306218,4,58
2746,12306224,12,4
2747,12306312,22,6
2748,12306316,36,4
2749,12306317,2,16
2750,12306318,8,10
2751,12306319,28,0
2752,12306320,78,16
2753,12306322,32,10
2754,12306323,4,36
2755,12306326,0,18
2756,12306378,2,2
2757,12306379,0,4
2758,12306380,0,2
2759,12306382,2,2
2760,12306383,6,0
2761,12306384,8,0
2762,12306385,4,4
2763,12306387,30,0
2764,12306388,2,2
2765,12306389,0,8
2766,12306391,2,0
2767,12306392,2,2
2768,12306393,4,2
2769,12306394,2,4
2770,12306395,2,2
2771,12306396,22,4
2772,12306397,0,0
2773,12306400,12,0
2774,12306401,0,0
2775,12306402,2,4
2776,12306404,0,6
2777,12306405,20,0
2778,12306408,0,0
2779,12306409,0,2
2780,12306412,118,22
2781,12306414,220,30
2782,12306417,416,94
2783,12306419,20,214
2784,12306420,130,354
2785,12306436,206,58
2786,12306437,50,74
2787,12306441,92,426
2788,12306442,28,234
2789,12306445,542,10
2790,12306507,16,132
2791,12306589,0,6
2792,12306593,2,0
2793,12306600,2,10
2794,12306612,6,0
2795,12306615,2,0
2796,12306617,2,2
2797,12306648,0,2
2798,12306650,0,0
2799,12306653,0,4
2800,12306654,0,0
2801,12306659,6,0
2802,12306661,2,2
2803,12306665,2,0
2804,12306666,0,4
2805,12306667,6,4
2806,12306668,2,4
2807,12306673,2,2
2808,12306676,14,8
2809,12306681,6,0
2810,12306684,2,6
2811,12306735,190,340
2812,12306736,6,92
2813,12306739,48,232
2814,12306740,652,172
2815,12306741,226,156
2816,12306758,34,74
2817,12306771,1144,124
2818,12306772,26,448
2819,12306773,272,332
2820,12306774,202,22
2821,12306775,186,958
2822,12306777,958,258
2823,12306778,158,1034
2824,12306779,826,12
2825,12306781,258,582
2826,12306783,300,422
2827,12306784,1628,226
2828,12306785,94,992
2829,12306786,770,184
2830,12306787,194,378
2831,12306788,88,312
2832,12306789,202,536
2833,12306790,494,398
2834,12306791,124,530
2835,12306794,318,44
2836,12306795,66,242
2837,12306796,146,60
2838,12306799,694,4
2839,12306800,206,10
2840,12306801,686,290
2841,12306803,38,220
2842,12306970,96,100
2843,12307080,28,70
2844,12307119,2,0
2845,12307120,10,2
2846,12307121,2,2
2847,12307122,12,0
2848,12307123,0,0
2849,12307124,0,0
2850,12307125,0,0
2851,12307126,0,0
2852,12307127,0,0
2853,12307128,0,2
2854,12307129,0,4
2855,12307130,0,6
2856,12307131,0,0
2857,12307132,2,0
2858,12307133,0,0
2859,12307134,0,0
2860,12307211,8,18
2861,12307212,76,10
2862,12307213,38,138
2863,12307214,34,136
2864,12307215,16,0
2865,12307216,52,52
2866,12307217,16,60
2867,12307218,156,28
2868,12307219,32,54
2869,12307220,46,2
2870,12307222,96,64
2871,12307240,14,0
2872,12307241,0,0
2873,12307242,6,4
2874,12307243,8,0
2875,12307244,6,2
2876,12307245,0,0
2877,12307246,0,0
2878,12307247,2,0
2879,12307248,6,0
2880,12307249,0,8
2881,12307250,2,2
2882,12307251,8,0
2883,12307252,0,0
2884,12307253,2,2
2885,12307254,6,0
2886,12307255,0,0
2887,12307322,56,1162
2888,12307327,108,304
2889,12307363,44,174
2890,12307370,20,112
2891,12307376,710,6
2892,12307636,4,0
2893,12307637,0,2
2894,12307638,0,0
2895,12307639,0,2
2896,12307640,0,2
2897,12307641,6,4
2898,12307642,0,0
2899,12307643,0,0
2900,12307644,2,2
2901,12307645,0,2
2902,12307646,10,2
2903,12307647,0,0
2904,12307648,2,8
2905,12307649,0,2
2906,12307650,0,0
2907,12307651,0,0
2908,12307806,38,78
2909,12308134,98,56
2910,12308135,0,28
2911,12308136,30,0
2912,12308137,8,114
2913,12308138,32,86
2914,12308139,22,104
2915,12308140,4,40
2916,12308141,40,30
2917,12308142,8,28
2918,12308146,510,210
2919,12308260,16,2
2920,12308262,12,0
2921,12308272,6,20
2922,12308273,0,4
2923,12308274,68,36
2924,12308275,66,0
2925,12308276,68,2
2926,12308277,2,72
2927,12308539,272,92
2928,12308541,268,128
2929,12308544,178,500
2930,12308549,52,34
2931,12308550,56,12
2932,12308551,2,2
2933,12308552,46,4
2934,12308553,50,4
2935,12308554,90,2
2936,12308555,90,4
2937,12308556,92,20
2938,12308558,534,102
2939,12308560,94,92
2940,12308577,134,344
2941,12308667,12,8
2942,12308742,124,86
2943,12308746,0,0
2944,12308756,200,260
2945,12308841,6,4
2946,12308850,52,0
2947,12308851,4,0
2948,12308852,2,0
2949,12308854,0,6
2950,12308855,0,18
2951,12308856,0,20
2952,12308857,4,0
2953,12308858,2,0
2954,12308859,38,4
2955,12308860,0,18
2956,12308861,0,6
2957,12308862,4,4
2958,12308863,0,12
2959,12308864,4,2
2960,12308865,30,0
2961,12308903,0,2
2962,12308904,2,90
2963,12308906,28,248
2964,12308908,0,0
2965,12308909,0,0
2966,12308910,2,0
2967,12308911,0,0
2968,12308912,0,0
2969,12308913,8,2
2970,12308914,0,2
2971,12308915,0,0
2972,12308916,0,2
2973,12308922,0,0
2974,12308923,0,0
2975,12308959,10,0
2976,12308960,0,0
2977,12308961,4,6
2978,12308962,4,0
2979,12308963,0,0
2980,12308964,14,0
2981,12308965,2,0
2982,12308966,2,10
2983,12308967,8,2
2984,12308968,0,4
2985,12308969,2,0
2986,12308970,4,4
2987,12308971,0,2
2988,12308972,14,0
2989,12308973,0,2
2990,12308995,2,0
2991,12309009,46,168
2992,12309067,0,2
2993,12309068,110,26
2994,12309069,34,4
2995,12309070,42,2
2996,12309071,0,4
2997,12309072,28,18
2998,12309073,50,0
2999,12309074,4,20
3000,12309075,28,88
3001,12309078,8,2
3002,12309079,28,2
3003,12309080,8,30
3004,12309081,0,4
3005,12309082,2,40
3006,12309083,10,6
3007,12309084,4,18
3008,12309085,2,0
3009,12309086,10,36
3010,12309087,58,0
3011,12309088,18,2
3012,12309089,2,42
3013,12309090,2,8
3014,12309091,4,16
3015,12309092,12,38
3016,12309093,54,16
3017,12309094,18,8
3018,12309095,2,22
3019,12309096,4,8
3020,12309097,4,12
3021,12309098,2,12
3022,12309099,38,6
3023,12309101,2,30
3024,12309102,46,4
3025,12309103,6,16
3026,12309104,24,6
3027,12309105,2,18
3028,12309106,6,26
3029,12309107,12,0
3030,12309108,6,0
3031,12309109,18,10
3032,12309110,56,6
3033,12309112,0,8
3034,12309115,268,32
3035,12309116,10,36
3036,12309126,2,10
3037,12309127,0,0
3038,12309128,0,0
3039,12309129,0,0
3040,12309130,20,0
3041,12309144,112,22
3042,12309189,10,0
3043,12309190,0,0
3044,12309191,2,4
3045,12309192,0,0
3046,12309193,0,0
3047,12309194,6,2
3048,12309195,0,4
3049,12309196,10,2
3050,12309197,2,4
3051,12309198,4,2
3052,12309199,2,0
3053,12309200,2,0
3054,12309201,0,0
3055,12309202,0,0
3056,12309203,12,0
3057,12309204,12,0
3058,12309208,134,20
3059,12309218,32,154
3060,12309230,138,8
3061,12309232,372,26
3062,12309239,578,376
3063,12309240,368,286
3064,12309246,188,686
3065,12309247,152,36
3066,12309248,392,1012
3067,12309249,1372,182
3068,12309250,78,672
3069,12309252,664,160
3070,12309257,98,826
3071,12309261,976,702
3072,12309262,148,592
3073,12309263,42,1814
3074,12309264,578,372
3075,12309265,268,614
3076,12309266,1572,26
3077,12309268,252,1256
3078,12309269,2064,274
3079,12309270,108,890
3080,12309271,708,420
3081,12309273,680,1372
3082,12309274,210,770
3083,12309275,54,614
3084,12309276,780,36
3085,12309277,0,92
3086,12309340,4,0
3087,12309341,0,6
3088,12309342,0,6
3089,12309343,8,2
3090,12309344,10,2
3091,12309345,6,0
3092,12309346,2,0
3093,12309347,0,0
3094,12309348,4,0
3095,12309356,0,2
3096,12309357,0,4
3097,12309358,0,0
3098,12309359,10,0
3099,12309360,0,0
3100,12309361,4,2
3101,12309362,0,8
3102,12309363,0,0
3103,12309364,0,0
3104,12309365,2,0
3105,12309366,4,0
3106,12309367,0,0
3107,12309368,0,2
3108,12309369,0,2
3109,12309370,0,4
3110,12309371,0,4
3111,12309372,0,2
3112,12309373,0,0
3113,12309416,2,280
3114,12309423,0,2
3115,12309439,2,2
3116,12309440,4,4
3117,12309441,0,4
3118,12309442,6,6
3119,12309443,2,18
3120,12309444,10,8
3121,12309445,28,10
3122,12309446,16,6
3123,12309447,0,0
3124,12309448,0,8
3125,12309449,0,8
3126,12309450,2,4
3127,12309451,8,14
3128,12309452,12,0
3129,12309453,8,22
3130,12309454,6,0
3131,12309455,14,6
3132,12309474,52,276
3133,12309477,2,0
3134,12309481,6,0
3135,12309482,2,4
3136,12309483,2,2
3137,12309484,0,2
3138,12309485,4,0
3139,12309486,0,0
3140,12309487,0,2
3141,12309488,4,4
3142,12309489,4,2
3143,12309490,2,8
3144,12309491,4,2
3145,12309492,0,4
3146,12309493,0,6
3147,12309495,2,0
3148,12309496,0,0
3149,12309497,4,4
3150,12309498,2,2
3151,12309499,8,0
3152,12309500,2,6
3153,12309501,0,4
3154,12309502,8,0
3155,12309503,0,8
3156,12309504,2,6
3157,12309505,14,4
3158,12309506,6,6
3159,12309507,2,6
3160,12309508,8,6
3161,12309509,0,8
3162,12309510,10,0
3163,12309511,0,4
3164,12309512,10,0
3165,12309513,0,2
3166,12309514,8,0
3167,12309515,4,0
3168,12309516,2,0
3169,12309517,4,0
3170,12309518,4,0
3171,12309519,0,4
3172,12309520,6,0
3173,12309521,8,0
3174,12309522,4,0
3175,12309523,0,2
3176,12309524,0,2
3177,12309525,0,0
3178,12309526,0,2
3179,12309527,2,0
3180,12309528,0,12
3181,12309529,0,4
3182,12309530,4,2
3183,12309531,2,2
3184,12309532,0,0
3185,12309533,2,0
3186,12309534,12,14
3187,12309535,6,2
3188,12309536,4,4
3189,12309537,2,4
3190,12309538,0,6
3191,12309539,230,12
3192,12309541,116,120
3193,12309545,64,12
3194,12309546,14,2
3195,12309547,0,2
3196,12309548,18,2
3197,12309549,76,26
3198,12309550,0,0
3199,12309551,2,6
3200,12309552,56,4
3201,12309554,32,36
3202,12309555,12,118
3203,12309556,20,146
3204,12309559,4,2
3205,12309560,0,0
3206,12309561,2,8
3207,12309562,0,0
3208,12309585,2,0
3209,12309587,14,24
3210,12309588,44,24
3211,12309589,16,2
3212,12309590,0,36
3213,12309591,54,4
3214,12309592,2,32
3215,12309593,28,14
3216,12309594,62,4
3217,12309595,4,22
3218,12309596,30,2
3219,12309597,46,18
3220,12309598,6,56
3221,12309599,4,12
3222,12309600,4,2
3223,12309601,60,2
3224,12309602,24,38
3225,12309611,52,0
3226,12309612,444,172
3227,12309613,2,0
3228,12309619,3426,192
3229,12309620,566,356
3230,12309621,1384,1060
3231,12309622,328,2022
3232,12309623,870,1890
3233,12309624,3486,316
3234,12309627,4490,294
3235,12309628,810,870
3236,12309629,3310,328
3237,12309630,1574,3404
3238,12309631,590,4474
3239,12309632,432,2374
3240,12309633,2664,50
3241,12309634,302,638
3242,12309635,760,2130
3243,12309636,4348,84
3244,12309639,1774,602
3245,12309640,1298,982
3246,12309641,3326,1294
3247,12309642,1098,1944
3248,12309643,766,2570
3249,12309644,4140,520
3250,12309645,1382,126
3251,12309647,1150,74
3252,12309648,0,0
3253,12309649,12,2
3254,12309650,22,0
3255,12309651,0,0
3256,12309652,0,2
3257,12309653,6,4
3258,12309654,14,6
3259,12309655,24,2
3260,12309656,10,6
3261,12309657,0,0
3262,12309658,0,0
3263,12309659,0,0
3264,12309660,2,2
3265,12309661,86,30
3266,12309698,0,8
3267,12309699,0,2
3268,12309700,0,0
3269,12309744,174,60
3270,12309775,0,0
3271,12309781,136,6
3272,12309842,8,6
3273,12309843,26,2
3274,12309844,18,4
3275,12309845,20,2
3276,12309846,8,0
3277,12309847,8,20
3278,12309848,56,6
3279,12309849,4,2
3280,12309850,12,68
3281,12309851,0,36
3282,12309852,34,4
3283,12309853,26,0
3284,12309854,4,12
3285,12309859,46,32
3286,12309864,10,0
3287,12309865,34,2
3288,12309866,8,2
3289,12309867,10,6
3290,12309868,62,0
3291,12309869,16,0
3292,12309870,50,0
3293,12309871,34,16
3294,12309884,28,12
3295,12309885,54,6
3296,12309886,46,0
3297,12309887,4,16
3298,12309888,98,30
3299,12309889,106,4
3300,12309890,22,6
3301,12309891,2,14
3302,12309892,2,30
3303,12309893,2,42
3304,12309894,12,26
3305,12309895,2,2
3306,12309896,12,28
3307,12309897,0,6
3308,12309898,32,22
3309,12309899,8,74
3310,12309900,18,0
3311,12309901,2,0
3312,12310120,0,16
3313,12310121,0,8
3314,12310124,48,4
3315,12310125,4,0
3316,12310132,22,18
3317,12310136,42,12
3318,12310293,18,6
3319,12310294,2,22
3320,12310295,4,2
3321,12310296,0,0
3322,12310297,2,6
3323,12310298,4,2
3324,12310299,16,6
3325,12310300,0,0
3326,12310301,16,2
3327,12310302,8,0
3328,12310429,12,0
3329,12310431,52,6
3330,12310432,14,4
3331,12310433,42,16
3332,12310434,10,2
3333,12310461,10,12
3334,12310462,10,0
3335,12310519,32,14
3336,12310552,28,76
3337,12310555,66,236
3338,12310556,96,188
3339,12310557,24,48
3340,12310692,22,4
3341,12310694,12,88
3342,12310696,8,88
3343,12310701,34,24
3344,12310720,2,0
3345,12311065,28,8
3346,12311066,64,4
3347,12311067,0,36
3348,12311068,30,16
3349,12311069,12,32
3350,12311070,8,4
3351,12311125,0,8
3352,12311126,0,0
3353,12311127,6,0
3354,12311130,270,90
3355,12311158,142,626
3356,12311159,506,692
3357,12311170,1304,172
3358,12311171,2,42
3359,12311185,0,0
3360,12311265,48,308
3361,12311267,88,450
3362,12311268,546,62
3363,12311269,1232,166
3364,12311270,32,30
3365,12311271,870,40
3366,12311272,2,0
3367,12311300,1930,2460
3368,12311307,1088,436
3369,12311310,12,8
3370,12311390,1418,214
3371,12311397,306,1558
3372,12311401,1098,2558
3373,12311421,6,4
3374,12311422,4,0
3375,12311442,4,8
3376,12311443,8,4
3377,12311444,2,14
3378,12311445,4,0
3379,12311446,14,0
3380,12311448,14,0
3381,12311449,22,14
3382,12311452,2,30
3383,12311455,34,0
3384,12311456,10,4
3385,12311509,10,2
3386,12311510,16,2
3387,12311511,18,10
3388,12311512,10,22
3389,12311513,4,4
3390,12311514,22,0
3391,12311515,38,4
3392,12311517,50,4
3393,12311532,2900,454
3394,12311560,22,24
3395,12311561,58,22
3396,12311562,38,30
3397,12311563,30,6
3398,12311564,16,20
3399,12311565,18,6
3400,12311566,8,2
3401,12311567,52,8
3402,12311580,0,0
3403,12311581,10,0
3404,12311582,10,8
3405,12311583,4,0
3406,12311584,0,2
3407,12311585,4,22
3408,12311586,0,4
3409,12311587,12,20
3410,12311588,2,2
3411,12311591,4,0
3412,12311594,8,26
3413,12311597,2,28
3414,12311598,8,26
3415,12311599,2,60
3416,12311604,1218,758
3417,12311669,40,6
3418,12311671,6,14
3419,12311672,2,2
3420,12311673,2,24
3421,12311674,44,0
3422,12311675,44,0
3423,12311676,46,2
3424,12311681,58,8
3425,12311693,6,4
3426,12311694,22,0
3427,12311710,746,12
3428,12311711,2,88
3429,12311712,178,110
3430,12311713,596,28
3431,12311714,554,0
3432,12311715,308,64
3433,12311784,198,98
3434,12311809,180,578
3435,12311811,0,224
3436,12311812,446,0
3437,12311813,160,226
3438,12311814,82,286
3439,12311852,4,0
3440,12311853,0,34
3441,12311854,12,36
3442,12311855,20,14
3443,12311856,0,0
3444,12311857,14,2
3445,12311858,8,6
3446,12311860,10,10
3447,12311861,6,46
3448,12311863,78,8
3449,12311865,16,20
3450,12311867,10,4
3451,12311868,4,12
3452,12311869,28,10
3453,12311870,24,64
3454,12311871,8,14
3455,12311872,2,0
3456,12311874,24,16
3457,12311875,34,4
3458,12311876,0,20
3459,12311877,16,10
3460,12311878,30,20
3461,12311879,8,40
3462,12311882,2,34
3463,12311883,18,12
3464,12311884,38,20
3465,12311885,0,10
3466,12311886,54,0
3467,12311887,34,14
3468,12311889,4,2
3469,12311896,8,8
3470,12311897,2324,2846
3471,12311898,2100,2122
3472,12311899,796,4350
3473,12311918,8,22
3474,12311921,26,0
3475,12311924,14,6
3476,12311926,2,2
3477,12311927,2,8
3478,12311929,4,2
3479,12311932,10,8
3480,12311933,14,82
3481,12311934,2,0
3482,12311944,470,1272
3483,12311945,1878,212
3484,12311946,1588,368
3485,12311994,14,24
3486,12311995,8,4
3487,12311996,86,38
3488,12311997,4,14
3489,12311998,4,116
3490,12311999,22,2
3491,12312001,22,0
3492,12312002,10,0
3493,12312003,48,16
3494,12312006,2,32
3495,12312007,18,2
3496,12312008,68,36
3497,12312009,4,24
3498,12312010,8,8
3499,12312011,2,0
3500,12312012,32,0
3501,12312013,8,22
3502,12312014,30,18
3503,12312015,38,14
3504,12312016,12,0
3505,12312017,6,0
3506,12312018,12,10
3507,12312019,22,28
3508,12312020,10,6
3509,12312021,70,12
3510,12312024,20,42
3511,12312025,4,14
3512,12312026,26,54
3513,12312027,38,0
3514,12312030,12,22
3515,12312032,42,2
3516,12312033,16,56
3517,12312035,18,8
3518,12312036,6,4
3519,12312040,8,2
3520,12312043,1642,212
3521,12312077,12,60
3522,12312079,114,122
3523,12312080,10,22
3524,12312081,6,18
3525,12312082,92,16
3526,12312083,18,2
3527,12312084,22,0
3528,12312085,28,10
3529,12312095,2,8
3530,12312096,0,14
3531,12312097,24,2
3532,12312098,8,22
3533,12312102,6,4
3534,12312104,10,12
3535,12312105,0,0
3536,12312106,8,24
3537,12312107,12,16
3538,12312108,6,0
3539,12312109,4,36
3540,12312110,20,4
3541,12312112,26,12
3542,12312113,8,30
3543,12312114,6,2
3544,12312116,14,2
3545,12312118,0,12
3546,12312121,20,0
3547,12312146,14,4
3548,12312228,1650,946
3549,12312265,1412,998
3550,12312270,0,0
3551,12312271,0,0
3552,12312277,0,2
3553,12312482,26,14
3554,12312483,38,4
3555,12312484,18,66
3556,12312485,20,50
3557,12312542,284,1208
3558,12312553,0,0
3559,12312578,1300,262
3560,12312602,648,958
3561,12312635,792,120
3562,12312660,0,6
3563,12312763,4,34
3564,12312876,30,2
3565,12312877,20,4
3566,12312885,2080,4226
3567,12312899,5640,484
3568,12312999,22,34
3569,12313058,6,4
3570,12313059,28,6
3571,12296886,274,154
3572,12296888,406,300
3573,12296892,1132,182
3574,12296894,1176,88
3575,12296905,210,156
3576,12296909,266,396
3577,12296911,458,42
3578,12296949,1368,194
3579,12296954,758,340
3580,12296956,754,12
3581,12296960,1342,138
3582,12305982,1422,24
3583,12305983,130,566
3584,12305986,558,0
3585,12305987,216,528
3586,12306162,40,520
3587,12306771,134,178
3588,12306772,18,210
3589,12306773,370,210
3590,12306774,78,78
3591,12306775,188,1218
3592,12306776,1360,322
3593,12306777,740,152
3594,12306778,70,350
3595,12306779,1118,320
3596,12306780,306,550
3597,12306781,586,420
3598,12306784,22,14
3599,12306785,242,1206
3600,12306786,252,392
3601,12306787,144,42
3602,12306789,306,302
3603,12306790,260,12
3604,12306791,96,184
3605,12306792,214,498
3606,12306793,126,434
3607,12306794,800,198
3608,12306795,112,582
3609,12306796,516,32
3610,12306797,182,154
3611,12306798,308,1200
3612,12306800,206,842
3613,12306801,756,462
3614,12306802,170,124
3615,12306803,2,56
3616,12307322,104,858
3617,12307327,114,778
3618,12307334,256,60
3619,12307346,1056,238
3620,12307352,422,410
3621,12307358,568,142
3622,12307363,8,448
3623,12307370,142,394
3624,12307376,806,0
3625,12309067,6,2
3626,12309078,24,2
3627,12309080,0,20
3628,12309090,38,0
3629,12309091,12,26
3630,12309102,44,2
3631,12309103,4,8
3632,12309104,10,2
3633,12309144,20,14
3634,12309232,820,0
3635,12309239,1410,164
3636,12309240,752,344
3637,12309247,14,18
3638,12309257,26,864
3639,12309261,1042,196
3640,12309262,426,1050
3641,12309263,36,16
3642,12309264,1480,532
3643,12309266,1422,352
3644,12309270,178,756
3645,12309271,432,120
3646,12309273,420,1406
3647,12309274,1106,480
3648,12309440,6,18
3649,12309441,34,10
3650,12309442,2,2
3651,12309446,6,0
3652,12309450,10,0
3653,12309499,6,10
3654,12309503,2,4
3655,12309545,8,12
3656,12309547,4,28
3657,12309554,10,166
3658,12309555,12,122
3659,12309556,36,54
3660,12309587,6,56
3661,12309589,10,42
3662,12309591,12,0
3663,12309592,2,2
3664,12309594,14,8
3665,12309595,16,14
3666,12309596,38,6
3667,12309597,60,30
3668,12309598,10,38
3669,12309599,2,16
3670,12309600,18,2
3671,12309601,34,0
3672,12309602,90,32
3673,12309621,816,2050
3674,12309623,892,1916
3675,12309624,516,474
3676,12309627,2758,150
3677,12309628,3360,142
3678,12309629,92,44
3679,12309630,1406,3654
3680,12309631,136,2318
3681,12309634,242,490
3682,12309635,50,280
3683,12309636,5008,328
3684,12309639,2488,1212
3685,12309643,2444,1608
3686,12309661,20,36
3687,12309744,136,22
3688,12309747,6,4
3689,12309752,4,14
3690,12309781,4,38
3691,12309842,10,6
3692,12309843,12,2
3693,12309844,10,6
3694,12309845,16,4
3695,12309846,32,0
3696,12309847,12,0
3697,12309848,54,4
3698,12309849,52,42
3699,12309850,2,48
3700,12309851,12,22
3701,12309852,0,22
3702,12309853,76,6
3703,12309854,2,22
3704,12309859,18,6
3705,12309864,18,6
3706,12309865,8,0
3707,12309866,10,2
3708,12309867,14,2
3709,12309868,12,10
3710,12309869,18,10
3711,12309870,24,4
3712,12309871,22,16
3713,12309884,18,8
3714,12309885,8,0
3715,12309886,70,4
3716,12309887,22,0
3717,12309888,136,84
3718,12309889,72,48
3719,12309890,24,2
3720,12309891,24,28
3721,12309892,2,20
3722,12309893,4,18
3723,12309894,4,46
3724,12309895,38,2
3725,12309896,0,2
3726,12309897,0,32
3727,12309898,32,8
3728,12309899,20,100
3729,12309900,24,0
3730,12309901,4,2
3731,12310120,4,78
3732,12310121,10,66
3733,12310124,64,6
3734,12310125,124,14
3735,12310128,70,8
3736,12310130,62,34
3737,12310132,16,84
3738,12310133,8,170
3739,12310135,22,198
3740,12310136,118,4
3741,12310137,84,2
3742,12310293,22,0
3743,12310294,6,12
3744,12310295,28,2
3745,12310297,2,6
3746,12310298,2,0
3747,12310299,4,6
3748,12310301,0,0
3749,12310302,6,0
3750,12310552,114,26
3751,12310555,68,50
3752,12310556,12,0
3753,12310557,10,46
3754,12310692,10,10
3755,12310694,10,48
3756,12310696,6,60
3757,12310700,60,20
3758,12310701,6,24
3759,12311065,52,4
3760,12311066,58,24
3761,12311067,8,40
3762,12311068,10,14
3763,12311069,2,26
3764,12311070,10,10
3765,12311125,0,4
3766,12311126,0,2
3767,12311127,0,0
3768,12311130,2254,1098
3769,12311158,152,366
3770,12311159,1736,926
3771,12311170,766,218
3772,12311171,2,50
3773,12311185,0,0
3774,12311265,384,230
3775,12311266,34,4
3776,12311267,60,334
3777,12311268,126,80
3778,12311269,168,188
3779,12311270,2,178
3780,12311271,1076,138
3781,12311272,4,6
3782,12311300,128,2168
3783,12311307,212,264
3784,12311310,4,10
3785,12311390,78,906
3786,12311391,500,798
3787,12311392,638,376
3788,12311393,662,680
3789,12311394,110,826
3790,12311395,1760,2316
3791,12311396,798,3166
3792,12311397,282,1008
3793,12311398,592,1000
3794,12311399,4030,58
3795,12311400,92,2358
3796,12311401,74,1544
3797,12311402,1492,320
3798,12311403,296,2392
3799,12311404,1214,2198
3800,12311405,306,1112
3801,12311406,2652,20
3802,12311412,6,942
3803,12311414,440,240
3804,12311415,542,602
3805,12311416,80,16
3806,12311417,126,72
3807,12311418,110,474
3808,12311419,122,66
3809,12311421,0,8
3810,12311422,4,0
3811,12311429,4,22
3812,12311442,0,8
3813,12311443,20,8
3814,12311444,4,8
3815,12311445,10,0
3816,12311446,18,2
3817,12311448,18,4
3818,12311449,54,10
3819,12311452,0,30
3820,12311455,76,2
3821,12311456,14,4
3822,12311509,10,4
3823,12311510,10,0
3824,12311511,20,10
3825,12311512,0,16
3826,12311513,8,0
3827,12311514,8,0
3828,12311515,54,2
3829,12311517,6,0
3830,12311532,910,1130
3831,12311560,14,62
3832,12311561,2,12
3833,12311562,60,4
3834,12311563,26,14
3835,12311564,14,16
3836,12311565,24,6
3837,12311566,18,16
3838,12311567,78,8
3839,12311580,4,0
3840,12311581,4,0
3841,12311582,10,0
3842,12311583,6,0
3843,12311584,0,0
3844,12311585,0,36
3845,12311586,0,4
3846,12311587,28,12
3847,12311588,0,0
3848,12311591,12,0
3849,12311594,0,34
3850,12311597,8,28
3851,12311598,8,2
3852,12311599,0,48
3853,12311604,1606,6826
3854,12311669,54,14
3855,12311671,40,10
3856,12311672,6,20
3857,12311673,0,8
3858,12311674,2,0
3859,12311675,36,0
3860,12311676,36,0
3861,12311681,44,24
3862,12311693,2,2
3863,12311694,26,6
3864,12311710,604,54
3865,12311711,80,84
3866,12311712,80,60
3867,12311713,184,130
3868,12311714,328,152
3869,12311715,240,248
3870,12311784,16,80
3871,12311799,4,0
3872,12311802,52,8
3873,12311803,56,12
3874,12311804,130,18
3875,12311805,8,54
3876,12311806,170,30
3877,12311807,116,16
3878,12311809,150,474
3879,12311810,838,184
3880,12311811,0,78
3881,12311812,422,156
3882,12311813,76,200
3883,12311814,66,80
3884,12311852,20,10
3885,12311853,12,12
3886,12311854,18,64
3887,12311855,20,8
3888,12311856,0,0
3889,12311857,16,20
3890,12311858,10,6
3891,12311860,14,8
3892,12311861,6,0
3893,12311863,38,18
3894,12311865,32,34
3895,12311867,12,4
3896,12311868,6,10
3897,12311869,8,6
3898,12311870,24,26
3899,12311871,24,42
3900,12311872,68,12
3901,12311874,8,50
3902,12311875,22,0
3903,12311876,0,12
3904,12311877,16,14
3905,12311878,2,4
3906,12311879,2,66
3907,12311882,60,32
3908,12311883,24,18
3909,12311884,44,22
3910,12311885,2,16
3911,12311886,62,0
3912,12311887,12,2
3913,12311889,8,0
3914,12311896,6,12
3915,12311897,398,822
3916,12311898,2940,2794
3917,12311899,3480,154
3918,12311900,3378,652
3919,12311901,1520,3044
3920,12311902,2644,536
3921,12311903,1288,1524
3922,12311904,5962,4116
3923,12311905,820,1596
3924,12311907,86,4792
3925,12311918,10,14
3926,12311921,12,0
3927,12311924,16,2
3928,12311926,8,30
3929,12311927,2,6
3930,12311929,10,0
3931,12311932,12,18
3932,12311933,0,108
3933,12311934,8,2
3934,12311944,194,716
3935,12311945,166,328
3936,12311946,2088,90
3937,12311994,12,22
3938,12311995,10,8
3939,12311996,98,12
3940,12311997,8,2
3941,12311998,4,12
3942,12311999,30,0
3943,12312001,30,0
3944,12312002,10,2
3945,12312003,18,16
3946,12312006,0,30
3947,12312007,8,0
3948,12312008,108,10
3949,12312009,4,12
3950,12312010,20,16
3951,12312011,0,8
3952,12312012,2,14
3953,12312013,18,6
3954,12312014,2,10
3955,12312015,30,8
3956,12312016,26,0
3957,12312017,14,0
3958,12312018,6,10
3959,12312019,6,2
3960,12312020,0,4
3961,12312021,70,4
3962,12312024,20,22
3963,12312025,8,10
3964,12312026,18,14
3965,12312027,28,6
3966,12312030,2,72
3967,12312032,30,14
3968,12312033,12,42
3969,12312035,32,8
3970,12312036,16,12
3971,12312040,66,0
3972,12312043,1178,236
3973,12312077,52,68
3974,12312078,14,0
3975,12312079,32,130
3976,12312080,6,38
3977,12312081,6,48
3978,12312082,54,26
3979,12312083,42,2
3980,12312084,54,0
3981,12312085,20,6
