,match_id,home_vote,away_vote
564,12298279,64,8
565,12298336,18,8
566,12298337,30,16
567,12298341,16,8
568,12298343,78,48
569,12298345,0,26
570,12298371,14,22
571,12298372,4,14
572,12298375,18,32
573,12298376,36,8
574,12298406,68,4
575,12298407,8,52
576,12298410,82,0
577,12298411,20,96
578,12298430,60,12
579,12298434,80,8
580,12298436,6,44
581,12298438,40,46
582,12298445,8,4
583,12298447,22,62
584,12298448,6,24
585,12298449,6,24
586,12298450,150,6
587,12298451,2,28
588,12298452,32,26
589,12298457,18,14
590,12298492,66,6
591,12298541,2,72
592,12298630,0,0
593,12298718,8,12
594,12298767,30,38
595,12298791,0,12
596,12260078,2988,3644
597,12260081,5820,9704
598,12260083,3826,2458
599,12260084,8342,4676
600,12261592,8006,1566
601,12261593,8794,7196
602,12261594,2912,5094
603,12276773,450,204
604,12276774,184,212
605,12276775,678,480
606,12276783,122,2110
607,12276806,546,338
608,12276807,482,54
609,12276813,340,10
610,12276814,120,196
611,12276815,174,410
612,12276816,172,58
613,12276818,66,392
614,12276819,350,78
615,12276824,40,34
616,12276828,22,38
617,12276829,54,84
618,12276830,14,4
619,12276832,1124,2496
620,12276833,2258,312
621,12276834,4002,1338
622,12276835,4,46
623,12276836,1570,2404
624,12276838,1992,992
625,12276839,682,466
626,12276841,522,1468
627,12276844,5456,794
628,12276846,1488,1592
629,12276855,244,986
630,12276856,2660,930
631,12276857,202,2764
632,12276858,3680,212
633,12276861,1122,1184
634,12276862,700,574
635,12276863,2142,132
636,12276864,16,114
637,12276865,278,3018
638,12276866,806,52
639,12276924,1296,92
640,12276925,84,122
641,12276926,468,334
642,12276927,1182,194
643,12276928,260,266
644,12276929,1324,206
645,12276934,602,986
646,12276937,182,98
647,12276938,140,38
648,12276974,558,420
649,12276975,1332,460
650,12276976,24,96
651,12276978,518,996
652,12276979,1248,130
653,12276981,144,218
654,12276982,128,236
655,12276983,62,588
656,12276984,1308,64
657,12276986,496,900
658,12276987,212,298
659,12287005,1430,168
660,12287009,104,1556
661,12287012,8,508
662,12288414,28,14
663,12288415,14,10
664,12288416,6,36
665,12288417,88,34
666,12288418,90,8
667,12288419,88,16
668,12288420,182,76
669,12288421,14,122
670,12288918,3358,348
671,12288919,1066,660
672,12288922,0,1826
673,12288925,664,340
674,12288926,1182,124
675,12288931,290,322
676,12288932,648,526
677,12289660,24,164
678,12289664,32,78
679,12289667,22,18
680,12289670,16,8
681,12289671,42,22
682,12289677,60,18
683,12289691,0,32
684,12291698,312,224
685,12291704,146,54
686,12292820,28,114
687,12292823,58,20
688,12292824,32,2
689,12292828,2,24
690,12292930,14,4
691,12292931,44,12
692,12292932,20,44
693,12292933,46,28
694,12292934,56,0
695,12292935,10,32
696,12292936,14,46
697,12292937,18,26
698,12293472,48,4
699,12293474,48,72
700,12293477,56,2
701,12293483,0,26
702,12293486,28,0
703,12293487,28,18
704,12293490,20,14
705,12293495,24,2
706,12293496,54,4
707,12293497,22,0
708,12293501,0,12
709,12293505,32,82
710,12293507,22,26
711,12293508,18,2
712,12293509,56,40
713,12293510,6,28
714,12293516,6,10
715,12293524,92,60
716,12293528,56,58
717,12293530,8,16
718,12293531,6,24
719,12293534,30,16
720,12293535,106,8
721,12293541,20,18
722,12293558,38,72
723,12293559,134,856
724,12293564,292,482
725,12293652,88,8
726,12293653,100,8
727,12293656,4,70
728,12293657,80,14
729,12293728,2,76
730,12293729,16,12
731,12293730,2,12
732,12293739,24,2
733,12293741,0,32
734,12293743,0,6
735,12293745,54,4
736,12293747,90,2
737,12293748,22,56
738,12293750,36,8
739,12293751,20,24
740,12293756,24,18
741,12293757,42,26
742,12293758,54,32
743,12293759,20,66
744,12293760,4,30
745,12293761,8,80
746,12295042,0,4
747,12295043,4,6
748,12295101,2,68
749,12295104,14,80
750,12295105,4,24
751,12295106,32,2
752,12295110,90,10
753,12295121,76,58
754,12295130,32,104
755,12295137,62,448
756,12295143,48,34
757,12295148,6,104
758,12295151,2,16
759,12295152,20,10
760,12295162,42,30
761,12295172,16,10
762,12295180,58,26
763,12295181,18,144
764,12295220,16,12
765,12295223,18,6
766,12295300,24,12
767,12295352,48,180
768,12295353,68,22
769,12295369,4,2
770,12295374,318,20
771,12295430,108,2
772,12295438,50,32
773,12295516,8,76
774,12295525,26,10
775,12295535,2,24
776,12295539,8,50
777,12295550,2,4
778,12295555,48,4
779,12295558,34,6
780,12295588,30,10
781,12295590,1066,244
782,12295614,316,92
783,12295720,104,0
784,12295735,76,28
785,12295739,22,336
786,12295812,10,24
787,12295817,44,6
788,12295840,68,0
789,12295842,266,76
790,12295981,0,12
791,12296103,4,6
792,12296104,6,28
793,12296105,40,26
794,12296106,16,2
795,12296107,0,2
796,12296108,16,6
797,12296109,34,10
798,12296111,106,18
799,12296133,96,22
800,12296151,62,8
801,12296152,28,2
802,12296153,10,20
803,12296154,62,40
804,12296155,2,2
805,12296156,50,48
806,12296157,4,40
807,12296158,4,38
808,12296178,146,0
809,12296179,6,24
810,12296180,68,38
811,12296181,34,32
812,12296182,2,44
813,12296183,82,4
814,12296184,54,30
815,12296185,52,156
816,12296279,48,30
817,12296445,64,2
818,12297011,152,312
819,12297018,18,4
820,12297020,150,54
821,12297021,20,26
822,12297022,10,0
823,12297023,110,64
824,12297024,4,14
825,12297025,6,10
826,12297026,2,40
827,12297034,22,42
828,12297159,36,216
829,12297170,44,228
830,12297278,44,22
831,12297336,264,82
832,12297534,12,44
833,12297556,70,12
834,12297572,96,0
835,12297576,82,12
836,12297589,2,0
837,12297590,10,144
838,12297602,2,48
839,12297633,10,42
840,12297637,26,38
841,12297638,40,20
842,12297639,24,62
843,12297640,54,16
844,12297641,26,54
845,12297668,14,14
846,12297671,62,32
847,12297674,90,98
848,12297681,84,10
849,12297684,4,238
850,12297685,138,44
851,12297726,14,12
852,12297727,34,46
853,12297740,2,22
854,12297741,8,34
855,12297748,16,76
856,12297768,24,20
857,12297824,24,16
858,12297825,14,6
859,12297826,32,40
860,12297827,36,62
861,12297828,10,24
862,12297829,24,90
863,12297842,90,46
864,12297843,8,42
865,12297844,0,104
866,12297878,56,2
867,12297879,44,78
868,12297880,2,78
869,12297881,12,46
870,12297903,84,4
871,12297924,2,14
872,12297964,0,30
873,12297965,4,36
874,12297966,78,18
875,12297967,10,46
876,12297978,14,18
877,12297986,2,104
878,12297990,164,512
879,12298012,26,20
880,12298013,6,12
881,12298014,24,22
882,12298044,36,2
883,12298084,34,24
884,12298085,34,12
885,12298086,14,54
886,12298087,100,20
887,12298088,32,210
888,12298097,6,52
889,12298098,2,10
890,12298099,0,50
891,12298100,30,36
892,12298101,8,26
893,12298103,38,20
894,12298149,44,12
895,12298150,16,40
896,12298151,4,8
897,12298152,74,4
898,12298153,20,20
899,12298187,6,26
900,12298211,26,6
901,12298213,14,2
902,12298214,24,18
903,12298215,26,44
904,12298221,14,34
905,12298225,4,12
906,12298245,54,14
907,12298247,52,8
908,12298275,20,36
909,12298276,46,12
910,12298277,4,54
911,12298278,70,6
912,12298279,90,20
913,12298336,56,12
914,12298337,94,12
915,12298341,6,30
916,12298342,92,20
917,12298343,40,18
918,12298345,24,74
919,12298371,6,6
920,12298372,24,64
921,12298375,86,64
922,12298376,60,2
923,12298406,68,4
924,12298407,0,20
925,12298410,18,6
926,12298411,48,114
927,12298430,60,48
928,12298434,74,0
929,12298435,34,6
930,12298436,24,40
931,12298438,8,18
932,12298441,40,34
933,12298445,20,0
934,12298447,14,70
935,12298448,12,24
936,12298449,6,90
937,12298450,66,24
938,12298451,8,22
939,12298452,28,38
940,12298457,60,12
941,12298492,44,0
942,12298510,0,12
943,12298511,82,4
944,12298534,24,32
945,12298541,8,58
946,12298542,2,98
947,12298543,34,88
948,12298547,20,68
949,12298549,46,12
950,12298550,32,16
951,12298551,38,10
952,12298553,22,18
953,12298582,68,12
954,12298585,156,38
955,12298586,2,86
956,12298595,8,0
957,12298599,46,94
958,12298630,0,0
959,12298644,76,10
960,12298718,32,8
961,12298737,18,134
962,12298767,0,34
963,12298791,10,2
964,12298795,12,10
965,12298800,40,154
966,12298801,66,100
967,12298802,60,14
968,12298803,8,48
969,12298804,0,56
970,12298806,44,56
971,12298945,90,24
972,12298993,50,30
973,12298994,42,150
974,12298995,26,26
975,12298996,2,10
976,12298997,20,26
977,12298998,92,4
978,12298999,64,0
979,12299034,24,22
980,12299042,28,40
981,12299454,52,2
982,12299478,100,28
983,12299479,10,98
984,12299492,34,8
985,12299493,6,40
986,12299494,72,16
987,12299503,0,36
988,12299621,8,66
989,12299627,430,104
990,12299628,44,112
991,12299649,126,76
992,12299654,104,2
993,12299656,94,4
994,12299857,106,54
995,12299916,56,0
996,12299933,214,116
997,12299952,6,56
998,12299979,76,24
999,12300022,56,24
1000,12300065,12,68
1001,12300090,20,34
1002,12300111,8,58
1003,12300112,100,28
1004,12300122,12,42
1005,12300159,46,58
1006,12300228,74,36
1007,12300262,38,22
1008,12300263,62,2
1009,12300264,40,40
1010,12300269,20,6
1011,12300335,32,142
1012,12300356,0,30
1013,12300396,14,8
1014,12300397,158,28
1015,12300398,8,106
1016,12300425,54,18
1017,12300450,36,26
1018,12300483,42,70
1019,12300496,10,58
1020,12300497,56,0
1021,12300498,68,38
1022,12300516,22,88
1023,12300544,0,16
1024,12300545,80,4
1025,12300546,122,40
1026,12300594,40,38
1027,12300610,20,106
1028,12300620,212,36
1029,12300657,30,18
1030,12300659,14,18
1031,12300674,20,184
1032,12300688,2,64
1033,12300740,68,68
1034,12300797,48,104
1035,12300835,108,36
1036,12300836,122,12
1037,12300862,12,4
1038,12300971,162,26
1039,12301004,108,34
1040,12301005,96,92
1041,12301029,52,20
1042,12301030,36,78
1043,12301031,30,44
1044,12301034,0,34
1045,12301039,102,64
1046,12301049,48,2
1047,12301053,36,6
1048,12301128,96,36
1049,12301140,68,68
1050,12301215,8,174
1051,12301217,22,32
1052,12302789,64,22
1053,12260084,23708,4916
1054,12261530,1312,15862
1055,12261531,9582,18678
1056,12261592,2140,10
1057,12261593,3536,9364
1058,12276770,678,898
1059,12276777,1892,262
1060,12276778,310,60
1061,12276779,392,592
1062,12276805,738,174
1063,12276806,990,226
1064,12276807,660,224
1065,12276808,268,186
1066,12276812,654,66
1067,12276813,398,22
1068,12276814,588,126
1069,12276815,10,390
1070,12276816,704,190
1071,12276817,1188,170
1072,12276818,96,2
1073,12276819,138,82
1074,12276824,80,22
1075,12276825,44,162
1076,12276826,70,88
1077,12276828,2,16
1078,12276829,84,86
1079,12276830,6,28
1080,12276832,998,2692
1081,12276833,2942,616
1082,12276834,5514,850
1083,12276835,6,6
1084,12276836,966,1220
1085,12276837,684,274
1086,12276838,382,176
1087,12276839,240,448
1088,12276841,342,5350
1089,12276842,1674,690
1090,12276844,1676,738
1091,12276845,324,382
1092,12276846,536,280
1093,12276855,274,3012
1094,12276856,2016,414
1095,12276858,1602,414
1096,12276859,552,3060
1097,12276860,3684,242
1098,12276862,1398,506
1099,12276864,584,290
1100,12276865,614,1236
1101,12276866,2254,56
1102,12276868,1104,2268
1103,12276923,332,510
1104,12276926,596,0
1105,12276928,298,128
1106,12276930,578,74
1107,12276931,1500,278
1108,12276933,132,40
1109,12276934,6,22
1110,12276935,24,810
1111,12276974,526,652
1112,12276977,782,924
1113,12276979,700,126
1114,12276982,422,60
1115,12276984,768,218
1116,12276985,1556,160
1117,12276988,1318,680
1118,12295110,2,28
1119,12295121,70,208
1120,12295137,8,188
1121,12295180,142,58
1122,12295181,2,208
1123,12295203,32,2
1124,12295353,244,28
1125,12295374,218,2
1126,12295414,188,30
1127,12295438,182,40
1128,12295535,144,16
1129,12295588,32,12
1130,12295739,58,142
1131,12295981,4,12
1132,12296111,50,4
1133,12296133,66,34
1134,12296180,172,34
1135,12296279,6,68
1136,12296445,62,6
1137,12297011,104,190
1138,12297602,0,12
1139,12297637,76,28
1140,12297684,60,86
1141,12297829,8,142
1142,12297842,88,18
1143,12298084,124,18
1144,12298085,102,2
1145,12298215,32,22
1146,12298247,114,34
1147,12298341,10,52
1148,12298342,84,48
1149,12298430,84,28
1150,12298435,34,6
1151,12298441,20,36
1152,12298510,54,2
1153,12298511,4,14
1154,12298534,56,10
1155,12298542,48,6
1156,12298543,28,24
1157,12298547,2,68
1158,12298549,116,56
1159,12298550,0,10
1160,12298551,42,106
1161,12298553,4,80
1162,12298582,38,2
1163,12298585,30,38
1164,12298586,8,10
1165,12298595,28,6
1166,12298599,24,28
1167,12298644,70,72
1168,12298718,32,4
1169,12298737,60,6
1170,12298767,2,6
1171,12298795,8,34
1172,12298800,36,96
1173,12298801,52,164
1174,12298802,10,14
1175,12298803,12,24
1176,12298804,22,52
1177,12298806,28,80
1178,12298945,62,32
1179,12298993,32,58
1180,12298994,16,146
1181,12298995,8,58
1182,12298996,28,0
1183,12298997,16,36
1184,12298998,0,2
1185,12298999,0,24
1186,12299034,26,132
1187,12299042,60,28
1188,12299454,32,32
1189,12299478,132,114
1190,12299479,72,16
1191,12299492,88,22
1192,12299493,20,14
1193,12299494,78,14
1194,12299503,2,74
1195,12299621,128,0
1196,12299627,432,188
1197,12299628,20,70
1198,12299649,252,18
1199,12299654,54,4
1200,12299656,2,4
1201,12299857,166,48
1202,12299916,212,20
1203,12299933,162,106
1204,12299952,20,0
1205,12299979,168,22
1206,12300022,86,44
1207,12300065,4,40
1208,12300090,24,54
1209,12300111,20,58
1210,12300112,30,4
1211,12300122,110,48
1212,12300123,30,176
1213,12300159,46,52
1214,12300228,96,14
1215,12300262,42,38
1216,12300263,64,38
1217,12300264,80,86
1218,12300269,4,4
1219,12300302,32,160
1220,12300335,62,128
1221,12300355,6,48
1222,12300356,20,16
1223,12300396,72,2
1224,12300397,184,6
1225,12300398,20,136
1226,12300425,26,102
1227,12300450,92,12
1228,12300483,98,18
1229,12300496,16,22
1230,12300497,22,26
1231,12300498,92,12
1232,12300515,76,48
1233,12300516,20,72
1234,12300544,8,14
1235,12300545,170,8
1236,12300546,318,68
1237,12300594,4,58
1238,12300610,6,62
1239,12300620,36,16
1240,12300657,36,132
1241,12300659,118,6
1242,12300674,10,106
1243,12300688,58,48
1244,12300740,64,100
1245,12300797,114,128
1246,12300835,54,34
1247,12300836,144,8
1248,12300862,90,50
1249,12300935,12,122
1250,12300971,208,14
1251,12300999,96,72
1252,12301004,70,30
1253,12301005,56,22
1254,12301029,92,8
1255,12301030,22,132
1256,12301031,124,40
1257,12301032,280,74
1258,12301034,2,162
1259,12301039,166,42
1260,12301049,48,26
1261,12301053,52,12
1262,12301060,76,12
1263,12301127,126,124
1264,12301128,100,26
1265,12301140,40,162
1266,12301215,8,68
1267,12301216,28,42
1268,12301217,104,20
1269,12301323,108,8
1270,12301329,4,136
1271,12301357,6,26
1272,12301358,58,12
1273,12301375,56,70
1274,12301450,36,100
1275,12301513,48,108
1276,12301547,54,132
1277,12301549,284,28
1278,12301588,228,16
1279,12301594,24,30
1280,12301636,92,62
1281,12301637,30,252
1282,12301647,28,42
1283,12301676,306,274
1284,12301690,200,20
1285,12301802,48,64
1286,12302253,14,272
1287,12302360,132,16
1288,12302427,148,14
1289,12302428,214,30
1290,12302429,294,78
1291,12302564,50,116
1292,12302740,354,144
1293,12302789,76,20
1294,12302913,106,82
1295,12303052,110,128
1296,12303053,190,58
1297,12303054,56,68
1298,12303110,64,70
1299,12303124,2,94
1300,12303127,74,118
1301,12303136,32,38
1302,12303150,170,32
1303,12303199,14,116
1304,12303200,72,38
1305,12303201,134,124
1306,12303202,26,46
1307,12303219,32,2
1308,12303226,456,6
1309,12303264,76,2
1310,12303271,4,94
1311,12303314,198,60
1312,12303413,154,290
1313,12303435,326,18
1314,12303437,264,58
1315,12303484,106,8
1316,12303589,60,212
1317,12303632,102,42
1318,12303664,40,432
1319,12303737,140,36
1320,12303789,98,18
1321,12303790,90,118
1322,12303819,28,38
1323,12304022,42,72
1324,12304047,72,22
1325,12304086,44,176
1326,12304192,50,4
1327,12304489,94,74
1328,12305630,2,8
1329,12305645,38,28
1330,12305646,0,28
1331,12305659,16,6
1332,12305678,10,62
1333,12305690,14,24
1334,12305691,8,0
1335,12261530,3258,18382
1336,12261531,10794,18918
1337,12261565,3200,1688
1338,12276770,790,3452
1339,12276771,156,398
1340,12276777,1824,1040
1341,12276778,30,2112
1342,12276779,20,1572
1343,12276780,188,1050
1344,12276782,352,1104
1345,12276805,8,150
